Date,P/E,P/B,Div Yield %
2015-08-14,23.69,3.45,1.42
2015-08-13,23.16,3.41,1.44
2015-08-12,23.1,3.4,1.44
2015-08-11,23.38,3.45,1.42
2015-08-10,23.54,3.48,1.41
2015-08-07,23.61,3.49,1.4
2015-08-06,23.67,3.52,1.4
2015-08-05,23.62,3.51,1.41
2015-08-04,23.48,3.49,1.42
2015-08-03,23.54,3.5,1.41
2015-07-31,23.53,3.5,1.41
2015-07-30,23.23,3.44,1.45
2015-07-29,23.08,3.42,1.45
2015-07-28,23.02,3.41,1.46
2015-07-27,23.21,3.42,1.46
2015-07-24,23.65,3.48,1.43
2015-07-23,23.84,3.52,1.42
2015-07-22,23.96,3.54,1.41
2015-07-21,23.68,3.5,1.43
2015-07-20,23.88,3.53,1.42
2015-07-17,23.87,3.52,1.42
2015-07-16,23.86,3.55,1.41
2015-07-15,23.63,3.51,1.43
2015-07-14,23.44,3.48,1.44
2015-07-13,23.45,3.49,1.44
2015-07-10,23.17,3.44,1.45
2015-07-09,23.08,3.46,1.45
2015-07-08,23.18,3.47,1.45
2015-07-07,23.59,3.54,1.42
2015-07-06,23.62,3.54,1.42
2015-07-03,23.52,3.52,1.43
2015-07-02,23.4,3.51,1.42
2015-07-01,23.43,3.52,1.42
2015-06-30,23.19,3.48,1.44
2015-06-29,23.05,3.53,1.43
2015-06-26,23.23,3.56,1.42
2015-06-25,23.27,3.58,1.41
2015-06-24,23.17,3.56,1.42
2015-06-23,23.23,3.57,1.41
2015-06-22,23.15,3.56,1.42
2015-06-19,22.79,3.5,1.44
2015-06-18,22.66,3.48,1.45
2015-06-17,22.43,3.44,1.47
2015-06-16,22.3,3.42,1.48
2015-06-15,22.21,3.41,1.48
2015-06-12,22.12,3.4,1.49
2015-06-11,22.08,3.41,1.48
2015-06-10,22.52,3.48,1.45
2015-06-09,22.23,3.44,1.47
2015-06-08,22.29,3.44,1.47
2015-06-05,22.49,3.47,1.45
2015-06-04,22.53,3.52,1.45
2015-06-03,22.41,3.53,1.45
2015-06-02,22.71,3.57,1.43
2015-06-01,23.25,3.65,1.39
2015-05-29,23.12,3.66,1.39
2015-05-28,22.61,3.56,1.42
2015-05-27,22.6,3.57,1.42
2015-05-26,22.55,3.57,1.42
2015-05-25,22.64,3.58,1.41
2015-05-22,22.94,3.62,1.4
2015-05-21,22.67,3.65,1.4
2015-05-20,22.69,3.65,1.4
2015-05-19,22.55,3.62,1.41
2015-05-18,22.57,3.63,1.41
2015-05-15,22.24,3.58,1.43
2015-05-14,22.14,3.56,1.44
2015-05-13,22.17,3.58,1.43
2015-05-12,21.92,3.53,1.45
2015-05-11,22.41,3.62,1.42
2015-05-08,21.92,3.53,1.45
2015-05-07,21.61,3.47,1.47
2015-05-06,21.71,3.49,1.47
2015-05-05,22.45,3.59,1.43
2015-05-04,22.47,3.59,1.43
2015-04-30,22.07,3.53,1.45
2015-04-29,22.29,3.57,1.4
2015-04-28,22.46,3.59,1.39
2015-04-27,22.26,3.56,1.4
2015-04-24,22.34,3.58,1.4
2015-04-23,22.5,3.62,1.3
2015-04-22,22.59,3.63,1.29
2015-04-21,22.44,3.61,1.3
2015-04-20,22.64,3.64,1.29
2015-04-17,23.06,3.71,1.27
2015-04-16,23.33,3.75,1.25
2015-04-15,23.43,3.77,1.25
2015-04-13,23.66,3.81,1.23
2015-04-10,23.51,3.78,1.24
2015-04-09,23.5,3.78,1.24
2015-04-08,23.33,3.75,1.25
2015-04-07,23.19,3.73,1.25
2015-04-06,23.18,3.73,1.26
2015-04-01,22.95,3.69,1.27
2015-03-31,22.7,3.65,1.28
2015-03-30,22.7,3.65,1.28
2015-03-27,22.3,3.59,1.3
2015-03-26,22.36,3.55,1.32
2015-03-25,22.87,3.63,1.29
2015-03-24,22.9,3.64,1.29
2015-03-23,22.92,3.64,1.28
2015-03-20,22.98,3.65,1.28
2015-03-19,23.15,3.68,1.27
2015-03-18,23.29,3.7,1.26
2015-03-17,23.39,3.71,1.26
2015-03-16,23.14,3.68,1.27
2015-03-13,23.18,3.68,1.27
2015-03-12,23.53,3.74,1.25
2015-03-11,23.32,3.7,1.26
2015-03-10,23.36,3.71,1.26
2015-03-09,23.48,3.73,1.25
2015-03-05,23.9,3.8,1.23
2015-03-04,23.86,3.79,1.23
2015-03-03,24.06,3.82,1.22
2015-03-02,23.95,3.8,1.23
2015-02-28,23.8,3.78,1.24
2015-02-27,23.65,3.76,1.24
2015-02-26,23.22,3.69,1.27
2015-02-25,23.44,3.72,1.26
2015-02-24,23.43,3.72,1.26
2015-02-23,23.41,3.72,1.26
2015-02-20,23.62,3.75,1.25
2015-02-19,23.76,3.78,1.24
2015-02-18,23.28,3.77,1.24
2015-02-16,23.22,3.74,1.25
2015-02-13,23.31,3.71,1.2
2015-02-12,23.07,3.67,1.21
2015-02-11,22.85,3.64,1.22
2015-02-10,22.69,3.61,1.23
2015-02-09,22.59,3.59,1.24
2015-02-06,22.44,3.65,1.22
2015-02-05,22.57,3.67,1.21
2015-02-04,22.53,3.68,1.21
2015-02-03,22.42,3.69,1.21
2015-02-02,22.51,3.71,1.2
2015-01-30,22.48,3.71,1.2
2015-01-29,22.84,3.77,1.18
2015-01-28,22.67,3.76,1.18
2015-01-27,22.67,3.76,1.18
2015-01-23,22.48,3.73,1.19
2015-01-22,22.25,3.69,1.2
2015-01-21,22.21,3.68,1.21
2015-01-20,22.16,3.67,1.21
2015-01-19,21.8,3.6,1.23
2015-01-16,21.75,3.59,1.24
2015-01-15,21.7,3.58,1.24
2015-01-14,21.14,3.49,1.27
2015-01-13,21.21,3.5,1.27
2015-01-12,21.27,3.51,1.27
2015-01-09,21.16,3.49,1.27
2015-01-08,21.04,3.47,1.28
2015-01-07,20.7,3.41,1.3
2015-01-06,20.76,3.42,1.3
2015-01-05,21.4,3.53,1.26
2015-01-02,21.45,3.54,1.26
2015-01-01,21.16,3.49,1.27
2014-12-31,21.16,3.49,1.27
2014-12-30,21.07,3.48,1.28
2014-12-29,21.07,3.47,1.28
2014-12-26,20.95,3.46,1.29
2014-12-24,20.88,3.45,1.29
2014-12-23,21.12,3.49,1.28
2014-12-22,21.27,3.52,1.27
2014-12-19,21.01,3.48,1.29
2014-12-18,20.85,3.45,1.3
2014-12-17,20.51,3.39,1.32
2014-12-16,20.61,3.41,1.31
2014-12-15,21.0,3.47,1.29
2014-12-12,21.01,3.47,1.29
2014-12-11,21.19,3.5,1.27
2014-12-10,21.35,3.53,1.27
2014-12-09,21.31,3.52,1.27
2014-12-08,21.56,3.57,1.25
2014-12-05,21.81,3.61,1.24
2014-12-04,21.87,3.62,1.23
2014-12-03,21.81,3.61,1.24
2014-12-02,21.77,3.6,1.24
2014-12-01,21.85,3.61,1.24
2014-11-28,21.94,3.63,1.23
2014-11-27,21.7,3.59,1.25
2014-11-26,21.65,3.58,1.25
2014-11-25,21.61,3.57,1.25
2014-11-24,21.78,3.6,1.24
2014-11-21,21.7,3.58,1.25
2014-11-20,21.51,3.55,1.26
2014-11-19,21.33,3.54,1.26
2014-11-18,21.47,3.56,1.26
2014-11-17,21.45,3.56,1.25
2014-11-14,21.35,3.54,1.26
2014-11-13,21.26,3.53,1.27
2014-11-12,21.33,3.54,1.26
2014-11-11,21.29,3.53,1.27
2014-11-10,21.24,3.52,1.27
2014-11-07,21.31,3.52,1.27
2014-11-05,21.54,3.52,1.27
2014-11-03,21.58,3.51,1.27
2014-10-31,21.58,3.51,1.27
2014-10-30,21.16,3.46,1.29
2014-10-29,20.92,3.43,1.31
2014-10-28,20.75,3.4,1.32
2014-10-27,20.64,3.39,1.32
2014-10-23,20.7,3.4,1.32
2014-10-22,20.65,3.39,1.32
2014-10-21,20.53,3.36,1.33
2014-10-20,20.47,3.34,1.34
2014-10-17,20.21,3.3,1.36
2014-10-16,20.13,3.28,1.36
2014-10-14,20.41,3.33,1.34
2014-10-13,20.47,3.34,1.34
2014-10-10,20.55,3.33,1.35
2014-10-09,20.81,3.37,1.33
2014-10-08,20.5,3.34,1.34
2014-10-07,20.53,3.36,1.34
2014-10-01,20.77,3.4,1.32
2014-09-30,20.82,3.43,1.31
2014-09-29,20.81,3.44,1.32
2014-09-26,20.83,3.45,1.31
2014-09-25,20.68,3.43,1.33
2014-09-24,20.92,3.48,1.31
2014-09-23,20.96,3.5,1.27
2014-09-22,21.3,3.56,1.25
2014-09-19,21.23,3.55,1.25
2014-09-18,21.58,3.53,1.25
2014-09-17,21.21,3.47,1.27
2014-09-16,21.09,3.45,1.28
2014-09-15,21.38,3.5,1.26
2014-09-12,21.55,3.53,1.25
2014-09-11,21.5,3.52,1.25
2014-09-10,21.52,3.52,1.25
2014-09-09,21.68,3.55,1.24
2014-09-08,21.73,3.56,1.24
2014-09-05,21.15,3.52,1.25
2014-09-04,21.17,3.52,1.25
2014-09-03,21.22,3.53,1.25
2014-09-02,21.14,3.52,1.25
2014-09-01,20.99,3.49,1.26
2014-08-28,20.8,3.46,1.27
2014-08-27,20.75,3.45,1.28
2014-08-26,20.67,3.44,1.28
2014-08-25,20.67,3.44,1.28
2014-08-22,20.69,3.44,1.28
2014-08-21,20.63,3.43,1.29
2014-08-20,20.58,3.43,1.29
2014-08-19,20.63,3.44,1.28
2014-08-18,20.57,3.43,1.29
2014-08-14,20.45,3.39,1.3
2014-08-13,20.31,3.37,1.31
2014-08-12,20.26,3.36,1.31
2014-08-11,20.0,3.32,1.33
2014-08-08,19.93,3.29,1.34
2014-08-07,20.14,3.35,1.32
2014-08-06,20.2,3.4,1.32
2014-08-05,20.43,3.48,1.3
2014-08-04,20.26,3.46,1.31
2014-08-01,20.05,3.42,1.32
2014-07-31,20.56,3.48,1.3
2014-07-30,20.78,3.54,1.27
2014-07-28,20.66,3.53,1.27
2014-07-25,20.79,3.55,1.26
2014-07-24,20.92,3.57,1.25
2014-07-23,20.82,3.56,1.26
2014-07-22,20.78,3.54,1.26
2014-07-21,20.58,3.51,1.28
2014-07-18,20.6,3.5,1.28
2014-07-17,20.62,3.49,1.28
2014-07-16,20.57,3.48,1.29
2014-07-15,20.31,3.44,1.3
2014-07-14,20.12,3.41,1.31
2014-07-11,20.12,3.41,1.31
2014-07-10,20.48,3.46,1.3
2014-07-09,20.54,3.46,1.29
2014-07-08,20.64,3.48,1.29
2014-07-07,21.08,3.56,1.26
2014-07-04,20.99,3.54,1.26
2014-07-03,20.93,3.52,1.27
2014-07-02,20.96,3.53,1.27
2014-07-01,20.71,3.49,1.28
2014-06-30,20.65,3.48,1.29
2014-06-27,20.37,3.43,1.31
2014-06-26,20.33,3.42,1.31
2014-06-25,20.53,3.46,1.29
2014-06-24,20.56,3.46,1.29
2014-06-23,20.33,3.42,1.31
2014-06-20,20.38,3.43,1.3
2014-06-19,20.52,3.44,1.3
2014-06-18,20.56,3.45,1.3
2014-06-17,20.76,3.48,1.28
2014-06-16,20.53,3.52,1.28
2014-06-13,20.55,3.52,1.28
2014-06-12,20.84,3.58,1.28
2014-06-11,20.78,3.56,1.28
2014-06-10,20.86,3.62,1.26
2014-06-09,20.85,3.62,1.26
2014-06-06,20.75,3.6,1.28
2014-06-05,20.6,3.55,1.29
2014-06-04,20.42,3.52,1.31
2014-06-03,20.46,3.52,1.3
2014-06-02,20.27,3.5,1.31
2014-05-30,19.82,3.43,1.34
2014-05-29,19.79,3.44,1.34
2014-05-28,20.22,3.48,1.32
2014-05-27,20.21,3.48,1.32
2014-05-26,20.32,3.49,1.31
2014-05-23,20.39,3.5,1.31
2014-05-22,20.14,3.46,1.33
2014-05-21,20.07,3.44,1.33
2014-05-20,20.21,3.46,1.33
2014-05-19,20.15,3.45,1.33
2014-05-16,19.93,3.42,1.34
2014-05-15,19.71,3.38,1.36
2014-05-14,19.67,3.38,1.36
2014-05-13,19.67,3.38,1.36
2014-05-12,19.47,3.33,1.38
2014-05-09,19.1,3.26,1.41
2014-05-08,18.52,3.17,1.45
2014-05-07,18.56,3.18,1.43
2014-05-06,18.74,3.21,1.41
2014-05-05,18.69,3.21,1.42
2014-05-02,18.72,3.2,1.42
2014-04-30,18.79,3.23,1.37
2014-04-29,18.88,3.24,1.37
2014-04-28,18.98,3.26,1.36
2014-04-25,19.04,3.27,1.36
2014-04-23,19.2,3.3,1.34
2014-04-22,19.13,3.29,1.35
2014-04-21,19.14,3.29,1.35
2014-04-17,19.04,3.27,1.36
2014-04-16,18.79,3.22,1.38
2014-04-15,18.95,3.25,1.37
2014-04-11,19.07,3.27,1.36
2014-04-10,19.12,3.28,1.35
2014-04-09,19.12,3.28,1.35
2014-04-07,18.84,3.23,1.37
2014-04-04,18.84,3.23,1.37
2014-04-03,18.95,3.25,1.37
2014-04-02,19.0,3.26,1.36
2014-04-01,18.91,3.24,1.37
2014-03-31,18.86,3.23,1.37
2014-03-28,18.84,3.23,1.37
2014-03-27,18.71,3.14,1.41
2014-03-26,18.59,3.12,1.42
2014-03-25,18.56,3.12,1.42
2014-03-24,18.54,3.12,1.42
2014-03-22,18.29,3.07,1.44
2014-03-21,18.29,3.07,1.44
2014-03-20,18.26,3.07,1.44
2014-03-19,18.38,3.09,1.43
2014-03-18,18.35,3.08,1.44
2014-03-14,18.31,3.08,1.44
2014-03-13,18.28,3.07,1.44
2014-03-12,18.35,3.08,1.44
2014-03-11,18.34,3.08,1.44
2014-03-10,18.41,3.09,1.43
2014-03-07,18.38,3.09,1.43
2014-03-06,18.02,3.03,1.46
2014-03-05,17.82,2.99,1.48
2014-03-04,17.73,2.98,1.49
2014-03-03,17.52,2.94,1.5
2014-02-28,17.67,2.97,1.49
2014-02-26,17.57,2.95,1.5
2014-02-25,17.46,2.93,1.51
2014-02-24,17.42,2.93,1.51
2014-02-21,17.33,2.91,1.52
2014-02-20,17.42,2.88,1.54
2014-02-19,17.59,2.91,1.52
2014-02-18,17.59,2.9,1.53
2014-02-17,17.28,2.87,1.54
2014-02-14,17.22,2.87,1.55
2014-02-13,17.09,2.84,1.56
2014-02-12,17.32,2.88,1.54
2014-02-11,17.26,2.87,1.54
2014-02-10,17.24,2.87,1.55
2014-02-07,17.25,2.87,1.54
2014-02-06,17.16,2.86,1.55
2014-02-05,17.41,2.85,1.56
2014-02-04,17.35,2.84,1.56
2014-02-03,17.34,2.84,1.56
2014-01-31,17.7,2.88,1.54
2014-01-30,17.65,2.87,1.54
2014-01-29,17.79,2.9,1.53
2014-01-28,17.82,2.9,1.53
2014-01-27,17.85,2.9,1.53
2014-01-24,18.25,2.97,1.49
2014-01-23,18.49,3.0,1.48
2014-01-22,18.45,3.0,1.48
2014-01-21,18.38,2.99,1.48
2014-01-20,18.35,2.99,1.49
2014-01-17,18.45,2.97,1.5
2014-01-16,18.63,3.0,1.48
2014-01-15,18.68,3.0,1.48
2014-01-14,18.44,2.96,1.5
2014-01-13,18.55,2.98,1.49
2014-01-10,18.24,2.93,1.52
2014-01-09,18.3,2.93,1.52
2014-01-08,18.32,2.93,1.52
2014-01-07,18.28,2.92,1.52
2014-01-06,18.37,2.94,1.51
2014-01-03,18.43,2.95,1.51
2014-01-02,18.46,2.95,1.5
2014-01-01,18.69,2.99,1.49
2013-12-31,18.7,2.99,1.48
2013-12-30,18.66,2.99,1.49
2013-12-27,18.75,3.0,1.48
2013-12-26,18.64,2.98,1.49
2013-12-24,18.61,2.98,1.49
2013-12-23,18.66,2.98,1.49
2013-12-20,18.63,2.98,1.49
2013-12-19,18.31,2.93,1.51
2013-12-18,18.46,2.95,1.5
2013-12-17,18.23,2.91,1.52
2013-12-16,18.27,2.92,1.52
2013-12-13,18.32,2.93,1.51
2013-12-12,18.52,2.96,1.5
2013-12-11,18.73,3.0,1.48
2013-12-10,18.8,3.01,1.47
2013-12-09,18.9,3.02,1.47
2013-12-06,18.58,2.97,1.49
2013-12-05,18.58,2.96,1.5
2013-12-04,18.34,2.92,1.52
2013-12-03,18.46,2.94,1.51
2013-12-02,18.51,2.95,1.5
2013-11-29,18.38,2.93,1.51
2013-11-28,18.13,2.89,1.53
2013-11-27,18.03,2.88,1.54
2013-11-26,17.94,2.88,1.53
2013-11-25,18.06,2.9,1.52
2013-11-22,17.71,2.85,1.55
2013-11-21,17.26,2.85,1.54
2013-11-20,17.61,2.91,1.51
2013-11-19,17.85,2.95,1.49
2013-11-18,17.76,2.95,1.49
2013-11-14,17.42,2.88,1.52
2013-11-13,17.23,2.85,1.54
2013-11-12,17.31,2.86,1.53
2013-11-11,17.48,2.89,1.52
2013-11-08,17.65,2.92,1.5
2013-11-07,17.78,2.94,1.49
2013-11-06,17.92,2.95,1.48
2013-11-05,18.06,2.97,1.47
2013-11-03,18.23,3.0,1.46
2013-11-01,18.2,3.0,1.46
2013-10-31,18.18,2.99,1.46
2013-10-30,18.04,2.97,1.47
2013-10-29,17.95,2.95,1.48
2013-10-28,17.61,2.9,1.51
2013-10-25,17.73,2.92,1.5
2013-10-24,17.79,2.93,1.5
2013-10-23,17.83,2.93,1.49
2013-10-22,18.01,2.95,1.49
2013-10-21,18.07,2.96,1.49
2013-10-18,18.02,2.95,1.49
2013-10-17,17.63,2.88,1.53
2013-10-15,17.85,2.9,1.52
2013-10-14,17.94,2.91,1.51
2013-10-11,17.88,2.9,1.52
2013-10-10,17.66,2.86,1.53
2013-10-09,17.62,2.86,1.54
2013-10-08,17.38,2.82,1.56
2013-10-07,17.32,2.81,1.56
2013-10-04,17.32,2.81,1.56
2013-10-03,17.33,2.82,1.54
2013-10-01,16.95,2.78,1.56
2013-09-30,16.82,2.77,1.56
2013-09-27,17.11,2.82,1.56
2013-09-26,17.1,2.79,1.55
2013-09-25,17.07,2.79,1.55
2013-09-24,17.13,2.79,1.51
2013-09-23,17.12,2.82,1.5
2013-09-20,17.47,2.88,1.47
2013-09-19,17.77,2.95,1.42
2013-09-18,17.15,2.86,1.49
2013-09-17,17.0,2.84,1.45
2013-09-16,16.98,2.85,1.45
2013-09-13,17.0,2.87,1.44
2013-09-12,17.0,2.89,1.44
2013-09-11,17.19,2.96,1.41
2013-09-10,17.14,2.95,1.42
2013-09-06,16.37,2.81,1.48
2013-09-05,16.12,2.77,1.51
2013-09-04,15.7,2.7,1.55
2013-09-03,15.4,2.65,1.58
2013-09-02,16.0,2.75,1.52
2013-08-30,15.77,2.71,1.54
2013-08-29,15.59,2.68,1.56
2013-08-28,15.23,2.62,1.6
2013-08-27,15.24,2.62,1.59
2013-08-26,15.8,2.71,1.54
2013-08-23,15.79,2.71,1.54
2013-08-22,15.6,2.68,1.56
2013-08-21,15.3,2.63,1.59
2013-08-20,15.58,2.68,1.56
2013-08-19,15.62,2.68,1.56
2013-08-16,16.35,2.73,1.53
2013-08-14,16.97,2.84,1.47
2013-08-13,16.84,2.82,1.48
2013-08-12,16.59,2.78,1.5
2013-08-08,16.5,2.76,1.51
2013-08-07,16.36,2.73,1.53
2013-08-06,16.51,2.75,1.52
2013-08-05,16.94,2.82,1.48
2013-08-02,16.88,2.81,1.48
2013-08-01,17.03,2.84,1.47
2013-07-31,17.05,2.84,1.47
2013-07-30,17.11,2.85,1.46
2013-07-29,17.31,2.93,1.44
2013-07-26,17.58,3.01,1.4
2013-07-25,17.68,3.02,1.4
2013-07-24,18.03,3.07,1.38
2013-07-23,18.32,3.11,1.36
2013-07-22,18.23,3.09,1.37
2013-07-19,18.3,3.09,1.37
2013-07-18,18.32,3.09,1.37
2013-07-17,18.18,3.06,1.38
2013-07-16,18.13,3.05,1.39
2013-07-15,18.36,3.09,1.37
2013-07-12,18.31,3.08,1.38
2013-07-11,18.09,3.04,1.39
2013-07-10,17.73,2.98,1.42
2013-07-09,17.85,3.0,1.41
2013-07-08,17.71,2.98,1.42
2013-07-05,17.87,3.0,1.41
2013-07-04,17.77,2.99,1.42
2013-07-03,17.57,2.98,1.42
2013-07-02,17.84,3.05,1.41
2013-07-01,17.96,3.07,1.4
2013-06-28,17.76,3.04,1.43
2013-06-27,17.28,2.98,1.46
2013-06-26,16.96,2.95,1.48
2013-06-25,17.03,2.96,1.48
2013-06-24,16.97,2.95,1.48
2013-06-21,17.2,2.99,1.46
2013-06-20,17.17,2.99,1.47
2013-06-19,17.68,3.07,1.42
2013-06-18,17.64,3.07,1.43
2013-06-17,17.75,3.09,1.42
2013-06-14,17.53,3.07,1.43
2013-06-13,17.2,3.01,1.45
2013-06-12,17.38,3.04,1.44
2013-06-11,17.47,3.06,1.43
2013-06-10,17.73,3.1,1.41
2013-06-07,17.76,3.1,1.41
2013-06-06,17.89,3.12,1.4
2013-06-05,17.77,3.12,1.4
2013-06-04,17.75,3.12,1.4
2013-06-03,17.81,3.13,1.4
2013-05-31,17.95,3.16,1.39
2013-05-30,18.37,3.23,1.36
2013-05-29,18.31,3.22,1.36
2013-05-28,18.25,3.22,1.36
2013-05-27,18.19,3.21,1.36
2013-05-24,17.88,3.15,1.39
2013-05-23,17.77,3.15,1.39
2013-05-22,18.15,3.21,1.36
2013-05-21,18.24,3.22,1.36
2013-05-20,18.37,3.25,1.35
2013-05-17,18.38,3.26,1.34
2013-05-16,18.33,3.25,1.35
2013-05-15,18.33,3.24,1.35
2013-05-14,17.88,3.16,1.38
2013-05-13,17.79,3.15,1.39
2013-05-11,18.26,3.22,1.36
2013-05-10,18.22,3.21,1.36
2013-05-09,18.11,3.19,1.37
2013-05-08,18.2,3.2,1.37
2013-05-07,18.19,3.19,1.37
2013-05-06,17.97,3.15,1.39
2013-05-03,17.89,3.13,1.4
2013-05-02,18.05,3.16,1.38
2013-04-30,17.85,3.13,1.4
2013-04-29,17.78,3.11,1.41
2013-04-26,17.73,3.09,1.41
2013-04-25,18.0,3.12,1.4
2013-04-23,17.76,3.08,1.42
2013-04-22,17.76,3.07,1.42
2013-04-18,17.6,3.05,1.44
2013-04-17,17.31,3.0,1.46
2013-04-16,17.45,3.0,1.46
2013-04-15,17.08,2.93,1.49
2013-04-12,16.96,2.91,1.5
2013-04-11,17.17,2.95,1.48
2013-04-10,17.06,2.93,1.49
2013-04-09,16.86,2.9,1.51
2013-04-08,17.01,2.92,1.5
2013-04-05,17.04,2.93,1.49
2013-04-04,17.11,2.94,1.49
2013-04-03,17.41,2.99,1.46
2013-04-02,17.64,3.03,1.44
2013-04-01,17.51,3.01,1.46
2013-03-28,17.57,3.01,1.46
2013-03-26,17.44,2.98,1.47
2013-03-25,17.41,2.98,1.47
2013-03-22,17.47,2.99,1.46
2013-03-21,17.49,3.0,1.46
2013-03-20,17.6,3.01,1.45
2013-03-19,17.76,3.04,1.44
2013-03-18,18.04,3.09,1.42
2013-03-15,18.15,3.11,1.41
2013-03-14,18.26,3.13,1.4
2013-03-13,18.09,3.1,1.41
2013-03-12,18.28,3.13,1.4
2013-03-11,18.37,3.15,1.39
2013-03-08,18.44,3.16,1.38
2013-03-07,18.19,3.12,1.4
2013-03-06,18.05,3.1,1.41
2013-03-05,17.94,3.08,1.42
2013-03-04,17.67,3.03,1.44
2013-03-01,17.74,3.04,1.44
2013-02-28,17.66,3.03,1.44
2013-02-27,17.98,3.08,1.42
2013-02-26,18.0,3.06,1.43
2013-02-25,18.29,3.11,1.4
2013-02-22,18.28,3.11,1.41
2013-02-21,18.32,3.11,1.4
2013-02-20,18.61,3.16,1.38
2013-02-19,18.52,3.16,1.38
2013-02-18,18.27,3.14,1.39
2013-02-15,18.21,3.13,1.4
2013-02-14,18.27,3.13,1.4
2013-02-13,18.33,3.15,1.39
2013-02-12,18.29,3.14,1.39
2013-02-11,18.17,3.13,1.4
2013-02-08,18.16,3.13,1.4
2013-02-07,18.27,3.15,1.39
2013-02-06,18.34,3.16,1.38
2013-02-05,18.33,3.16,1.38
2013-02-04,18.43,3.18,1.38
2013-02-01,18.42,3.18,1.37
2013-01-31,18.5,3.2,1.37
2013-01-30,18.66,3.21,1.36
2013-01-29,18.67,3.21,1.36
2013-01-28,18.75,3.22,1.36
2013-01-25,18.77,3.22,1.36
2013-01-24,18.6,3.19,1.37
2013-01-23,18.76,3.21,1.36
2013-01-22,18.75,3.21,1.36
2013-01-21,18.97,3.23,1.36
2013-01-18,19.01,3.22,1.36
2013-01-17,19.07,3.21,1.36
2013-01-16,18.95,3.19,1.37
2013-01-15,19.12,3.21,1.36
2013-01-14,19.05,3.2,1.37
2013-01-11,18.82,3.16,1.39
2013-01-10,18.88,3.17,1.38
2013-01-09,18.89,3.17,1.38
2013-01-08,18.98,3.19,1.37
2013-01-07,18.94,3.18,1.38
2013-01-04,19.03,3.19,1.37
2013-01-03,19.01,3.19,1.37
2013-01-02,18.96,3.18,1.38
2013-01-01,18.82,3.16,1.39
2012-12-31,18.68,3.13,1.4
2012-12-28,18.69,3.14,1.4
2012-12-27,18.57,3.12,1.4
2012-12-26,18.68,3.13,1.4
2012-12-24,18.52,3.11,1.41
2012-12-21,18.5,3.1,1.41
2012-12-20,18.71,3.14,1.39
2012-12-19,18.76,3.15,1.39
2012-12-18,18.65,3.13,1.4
2012-12-17,18.53,3.11,1.41
2012-12-14,18.6,3.12,1.4
2012-12-13,18.51,3.11,1.41
2012-12-12,18.62,3.12,1.4
2012-12-11,18.66,3.13,1.4
2012-12-10,18.69,3.14,1.4
2012-12-07,18.68,3.13,1.4
2012-12-06,18.75,3.15,1.39
2012-12-05,18.66,3.13,1.4
2012-12-04,18.62,3.12,1.4
2012-12-03,18.56,3.11,1.4
2012-11-30,18.59,3.12,1.4
2012-11-29,18.42,3.09,1.41
2012-11-27,18.11,3.04,1.43
2012-11-26,17.82,3.0,1.45
2012-11-23,17.78,2.99,1.46
2012-11-22,17.79,3.0,1.46
2012-11-21,17.74,2.99,1.46
2012-11-20,17.61,2.97,1.47
2012-11-19,17.61,2.97,1.47
2012-11-16,17.62,2.97,1.47
2012-11-15,17.78,3.0,1.45
2012-11-13,17.9,3.02,1.45
2012-11-12,17.95,3.02,1.44
2012-11-09,18.43,3.03,1.45
2012-11-08,18.61,3.06,1.43
2012-11-07,18.78,3.08,1.43
2012-11-06,18.66,3.07,1.43
2012-11-05,18.62,3.06,1.43
2012-11-02,18.6,3.08,1.42
2012-11-01,18.46,3.05,1.43
2012-10-31,18.4,3.03,1.44
2012-10-30,18.36,3.02,1.44
2012-10-29,18.58,3.06,1.42
2012-10-26,18.57,3.06,1.42
2012-10-25,18.81,3.09,1.41
2012-10-23,18.77,3.11,1.42
2012-10-22,18.88,3.14,1.39
2012-10-19,18.94,3.12,1.4
2012-10-18,19.07,3.14,1.39
2012-10-17,18.88,3.11,1.4
2012-10-16,18.86,3.11,1.41
2012-10-15,19.04,3.15,1.42
2012-10-12,19.0,3.14,1.43
2012-10-11,19.19,3.16,1.42
2012-10-10,19.0,3.13,1.43
2012-10-09,19.18,3.16,1.42
2012-10-08,19.08,3.14,1.43
2012-10-05,19.32,3.18,1.41
2012-10-04,19.45,3.2,1.4
2012-10-03,19.27,3.19,1.41
2012-10-01,19.22,3.19,1.41
2012-09-28,19.17,3.18,1.42
2012-09-27,18.98,3.06,1.46
2012-09-26,19.02,3.09,1.46
2012-09-25,19.06,3.1,1.46
2012-09-24,19.05,3.09,1.46
2012-09-21,19.12,3.1,1.45
2012-09-20,18.66,3.03,1.49
2012-09-18,18.81,3.06,1.48
2012-09-17,18.85,3.06,1.47
2012-09-14,18.74,3.04,1.48
2012-09-13,18.26,2.97,1.52
2012-09-12,18.24,2.96,1.52
2012-09-11,18.11,2.94,1.53
2012-09-10,17.99,2.92,1.54
2012-09-08,17.98,2.92,1.54
2012-09-07,17.92,2.91,1.55
2012-09-06,17.58,2.85,1.58
2012-09-05,17.53,2.85,1.58
2012-09-04,17.69,2.87,1.57
2012-09-03,17.63,2.86,1.58
2012-08-31,17.64,2.87,1.57
2012-08-30,17.83,2.9,1.56
2012-08-29,17.74,2.88,1.56
2012-08-28,17.9,2.91,1.55
