Date,P/E,P/B,Div Yield %
2009-09-11,21.7,3.79,1.06
2009-09-10,21.66,3.78,1.06
2009-09-09,21.63,3.78,1.06
2009-09-08,21.59,3.77,1.06
2009-09-07,21.49,3.75,1.07
2009-09-04,21.02,3.67,1.09
2009-09-03,20.63,3.6,1.11
2009-09-02,20.7,3.61,1.11
2009-09-01,20.78,3.63,1.1
2009-08-31,20.94,3.66,1.09
2009-08-28,21.26,3.71,1.08
2009-08-27,21.01,3.67,1.09
2009-08-26,20.97,3.66,1.09
2009-08-25,20.88,3.64,1.1
2009-08-24,20.82,3.63,1.1
2009-08-21,20.31,3.54,1.13
2009-08-20,19.98,3.48,1.15
2009-08-19,19.71,3.44,1.16
2009-08-18,20.0,3.49,1.15
2009-08-17,19.68,3.43,1.17
2009-08-14,20.54,3.58,1.12
2009-08-13,20.66,3.71,1.11
2009-08-12,19.99,3.59,1.15
2009-08-11,20.06,3.6,1.15
2009-08-10,19.9,3.57,1.15
2009-08-07,20.1,3.61,1.14
2009-08-06,20.56,3.69,1.12
2009-08-05,21.05,3.78,1.09
2009-08-04,20.99,3.77,1.09
2009-08-03,21.09,3.79,1.09
2009-07-31,20.68,3.73,1.11
2009-07-30,20.31,3.68,1.12
2009-07-29,20.08,3.63,1.14
2009-07-28,20.3,3.67,1.12
2009-07-27,20.59,3.68,1.12
2009-07-24,20.6,3.67,1.12
2009-07-23,20.27,3.64,1.13
2009-07-22,19.89,3.54,1.17
2009-07-21,20.29,3.59,1.15
2009-07-20,20.44,3.62,1.14
2009-07-17,19.87,3.52,1.17
2009-07-16,19.21,3.4,1.21
2009-07-15,19.58,3.4,1.21
2009-07-14,19.02,3.33,1.23
2009-07-13,18.42,3.22,1.28
2009-07-10,18.58,3.24,1.27
2009-07-09,18.99,3.3,1.25
2009-07-08,18.98,3.3,1.25
2009-07-07,19.55,3.4,1.21
2009-07-06,19.38,3.37,1.22
2009-07-03,20.58,3.67,1.13
2009-07-02,20.23,3.61,1.15
2009-07-01,20.2,3.6,1.15
2009-06-30,19.97,3.56,1.16
2009-06-29,20.25,3.64,1.13
2009-06-26,20.08,3.63,1.14
2009-06-25,19.07,3.46,1.3
2009-06-24,19.22,3.51,1.28
2009-06-23,19.01,3.47,1.29
2009-06-22,18.96,3.46,1.3
2009-06-19,19.31,3.52,1.27
2009-06-18,19.03,3.47,1.29
2009-06-17,19.5,3.56,1.26
2009-06-16,20.63,3.67,1.21
2009-06-15,20.47,3.64,1.22
2009-06-12,20.91,3.72,1.19
2009-06-11,21.16,3.78,1.19
2009-06-10,21.24,3.8,1.18
2009-06-09,20.77,3.71,1.21
2009-06-08,20.21,3.61,1.24
2009-06-05,20.93,3.74,1.2
2009-06-04,20.87,3.73,1.2
2009-06-03,20.62,3.69,1.21
2009-06-02,20.6,3.69,1.22
2009-06-01,20.62,3.69,1.21
2009-05-29,20.82,3.63,1.24
2009-05-28,20.32,3.54,1.27
2009-05-27,20.0,3.49,1.29
2009-05-26,19.29,3.36,1.34
2009-05-25,19.85,3.5,1.31
2009-05-22,19.87,3.5,1.31
2009-05-21,19.85,3.48,1.32
2009-05-20,20.18,3.53,1.3
2009-05-19,20.39,3.57,1.29
2009-05-18,20.41,3.57,1.29
2009-05-15,17.34,3.03,1.51
2009-05-14,16.97,2.97,1.55
2009-05-13,17.17,3.0,1.53
2009-05-12,17.38,3.04,1.51
2009-05-11,16.78,2.93,1.56
2009-05-08,17.21,2.99,1.54
2009-05-07,17.51,3.04,1.51
2009-05-06,17.23,2.99,1.53
2009-05-05,17.4,3.02,1.52
2009-05-04,17.37,3.02,1.52
2009-04-29,16.53,2.87,1.6
2009-04-28,16.02,2.78,1.65
2009-04-27,16.53,2.87,1.6
2009-04-24,16.43,2.87,1.6
2009-04-23,16.12,2.82,1.63
2009-04-22,15.69,2.75,1.67
2009-04-21,15.86,2.78,1.65
2009-04-20,15.94,2.79,1.66
2009-04-17,15.97,2.8,1.65
2009-04-16,15.9,2.79,1.66
2009-04-15,16.45,2.88,1.61
2009-04-13,16.01,2.8,1.65
2009-04-09,15.82,2.77,1.67
2009-04-08,15.82,2.77,1.67
2009-04-06,15.42,2.69,1.72
2009-04-02,15.2,2.66,1.74
2009-04-01,14.49,2.53,1.83
2009-03-31,14.29,2.5,1.85
2009-03-30,14.08,2.46,1.88
2009-03-27,14.7,2.57,1.8
2009-03-26,14.64,2.56,1.82
2009-03-25,14.17,2.48,1.88
2009-03-24,13.96,2.44,1.91
2009-03-23,13.96,2.44,1.9
2009-03-20,13.33,2.33,2
2009-03-19,13.33,2.33,2
2009-03-18,13.27,2.32,2
2009-03-17,13.09,2.29,2.03
2009-03-16,13.18,2.3,2.02
2009-03-13,12.91,2.26,2.06
2009-03-12,12.42,2.17,2.14
2009-03-09,12.21,2.14,2.18
2009-03-06,12.44,2.17,2.14
2009-03-05,12.23,2.14,2.17
2009-03-04,12.56,2.19,2.12
2009-03-03,12.45,2.18,2.14
2009-03-02,12.7,2.22,2.09
2009-02-27,13.12,2.29,2.03
2009-02-26,13.22,2.31,2.01
2009-02-25,13.11,2.29,2.03
2009-02-24,12.98,2.27,2.05
2009-02-20,12.99,2.27,2.05
2009-02-19,13.24,2.31,2.01
2009-02-18,13.18,2.3,2.02
2009-02-17,13.15,2.3,2.02
2009-02-16,13.52,2.36,1.97
2009-02-13,14.0,2.45,1.9
2009-02-12,13.73,2.41,1.94
2009-02-11,13.89,2.43,1.91
2009-02-10,13.93,2.44,1.91
2009-02-09,13.86,2.43,1.92
2009-02-06,13.49,2.36,1.97
2009-02-05,13.19,2.31,2.02
2009-02-04,13.29,2.33,2
2009-02-03,13.2,2.31,2.01
2009-02-02,13.12,2.3,2.02
2009-01-30,13.4,2.39,1.95
2009-01-29,13.17,2.35,1.98
2009-01-28,13.1,2.37,1.97
2009-01-27,12.67,2.3,2.02
2009-01-23,12.27,2.23,2.09
2009-01-22,11.96,2.26,2.06
2009-01-21,11.97,2.25,2.07
2009-01-20,12.36,2.33,2
2009-01-19,12.58,2.37,1.97
2009-01-16,12.51,2.35,1.98
2009-01-15,12.1,2.28,2.05
2009-01-14,12.56,2.36,1.98
2009-01-13,12.16,2.28,2.04
2009-01-12,12.32,2.31,2.02
2009-01-09,12.59,2.37,1.97
2009-01-07,12.8,2.41,1.93
2009-01-06,13.64,2.57,1.82
2009-01-05,13.68,2.58,1.81
2009-01-02,13.36,2.51,1.85
2009-01-01,13.3,2.5,1.86
2008-12-31,12.97,2.44,1.91
2008-12-30,13.06,2.46,1.9
2008-12-29,12.81,2.41,1.93
2008-12-26,12.52,2.36,1.98
2008-12-24,12.79,2.41,1.94
2008-12-23,13.01,2.45,1.9
2008-12-22,13.32,2.51,1.86
2008-12-19,13.49,2.54,1.84
2008-12-18,13.42,2.53,1.85
2008-12-17,12.95,2.44,1.91
2008-12-16,13.33,2.51,1.86
2008-12-15,13.07,2.46,1.9
2008-12-12,12.81,2.41,1.93
2008-12-11,12.8,2.41,1.94
2008-12-10,12.84,2.42,1.93
2008-12-08,12.2,2.3,2.03
2008-12-05,11.9,2.24,2.08
2008-12-04,12.22,2.34,2.03
2008-12-03,11.64,2.23,2.13
2008-12-02,11.65,2.23,2.13
2008-12-01,11.76,2.25,2.11
2008-11-28,12.08,2.32,2.05
2008-11-26,12.06,2.31,2.05
2008-11-25,11.63,2.23,2.13
2008-11-24,11.86,2.28,2.09
2008-11-21,11.8,2.26,2.1
2008-11-20,11.18,2.15,2.21
2008-11-19,11.54,2.21,2.14
2008-11-18,11.75,2.25,2.11
2008-11-17,12.26,2.35,2.01
2008-11-14,12.31,2.36,2.01
2008-11-12,12.48,2.39,1.98
2008-11-11,12.87,2.47,1.92
2008-11-10,13.78,2.64,1.79
2008-11-07,13.02,2.5,1.9
2008-11-06,12.66,2.43,1.95
2008-11-05,13.11,2.51,1.88
2008-11-04,13.76,2.64,1.8
2008-11-03,13.33,2.56,1.85
2008-10-31,12.57,2.42,1.96
2008-10-29,11.42,2.26,2.09
2008-10-28,11.36,2.25,2.1
2008-10-27,10.68,2.12,2.24
2008-10-24,10.99,2.17,2.18
2008-10-23,12.66,2.47,1.92
2008-10-22,13.18,2.57,1.84
2008-10-21,13.92,2.72,1.74
2008-10-20,13.47,2.62,1.81
2008-10-17,13.15,2.56,1.85
2008-10-16,14.01,2.72,1.74
2008-10-15,14.31,2.78,1.7
2008-10-14,15.09,2.93,1.62
2008-10-13,14.97,2.91,1.63
2008-10-10,14.07,2.73,1.73
2008-10-08,15.1,2.93,1.62
2008-10-07,15.5,3.0,1.58
2008-10-06,15.48,3.0,1.58
2008-10-03,16.41,3.18,1.49
2008-10-01,16.98,3.29,1.44
2008-09-30,16.85,3.26,1.45
2008-09-29,16.54,3.21,1.48
2008-09-26,17.12,3.32,1.43
2008-09-25,17.66,3.42,1.38
2008-09-24,17.88,3.46,1.37
2008-09-23,17.73,3.44,1.38
2008-09-22,18.15,3.52,1.35
2008-09-19,18.24,3.53,1.34
2008-09-18,17.35,3.36,1.41
2008-09-17,17.22,3.6,1.38
2008-09-16,17.51,3.66,1.35
2008-09-15,17.5,3.65,1.36
2008-09-12,18.14,3.79,1.31
2008-09-11,18.41,3.84,1.29
2008-09-10,18.88,3.94,1.26
2008-09-09,18.9,3.93,1.25
2008-09-08,18.94,3.94,1.25
2008-09-05,18.39,3.83,1.29
2008-09-04,18.8,3.91,1.26
2008-09-02,19.03,3.96,1.24
2008-09-01,18.38,3.82,1.29
2008-08-29,18.43,3.83,1.29
2008-08-28,17.81,3.7,1.33
2008-08-27,18.1,3.77,1.31
2008-08-26,18.3,3.8,1.3
2008-08-25,18.29,3.8,1.3
2008-08-22,18.25,3.8,1.3
2008-08-21,18.07,3.94,1.29
2008-08-20,18.63,4.06,1.25
2008-08-19,18.43,4.02,1.27
2008-08-18,18.53,4.04,1.26
2008-08-14,18.69,4.08,1.25
2008-08-13,19.1,4.17,1.22
2008-08-12,19.2,4.19,1.22
2008-08-11,19.49,4.25,1.2
2008-08-08,19.1,4.17,1.22
2008-08-07,19.08,4.16,1.22
2008-08-06,19.05,4.16,1.23
2008-08-05,18.99,4.14,1.23
2008-08-04,18.54,4.04,1.26
2008-08-01,18.56,4.06,1.25
2008-07-31,18.22,3.99,1.28
2008-07-30,18.08,3.97,1.28
2008-07-29,17.49,3.85,1.32
2008-07-28,18.2,3.99,1.28
2008-07-25,18.19,3.97,1.28
2008-07-24,18.79,4.08,1.25
2008-07-23,19.06,4.12,1.24
2008-07-22,18.06,4.01,1.3
2008-07-21,17.72,3.94,1.32
2008-07-18,17.49,3.87,1.34
2008-07-17,16.87,3.74,1.39
2008-07-16,16.33,3.61,1.44
2008-07-15,16.53,3.66,1.42
2008-07-14,17.3,3.82,1.36
2008-07-11,17.34,3.83,1.36
2008-07-10,17.85,3.94,1.32
2008-07-09,17.83,3.94,1.32
2008-07-08,17.11,3.78,1.38
2008-07-07,17.28,3.82,1.37
2008-07-04,17.22,3.8,1.37
2008-07-03,16.79,3.89,1.39
2008-07-02,17.5,4.05,1.33
2008-07-01,16.66,3.86,1.4
2008-06-30,17.28,4.0,1.35
2008-06-27,17.67,4.09,1.31
2008-06-26,18.45,4.27,1.26
2008-06-25,18.18,4.21,1.28
2008-06-24,17.91,4.15,1.3
2008-06-23,18.25,4.22,1.27
2008-06-20,18.59,4.3,1.25
2008-06-19,19.26,4.46,1.21
2008-06-18,19.6,4.53,1.19
2008-06-17,19.89,4.6,1.17
2008-06-16,19.46,4.53,1.19
2008-06-13,19.23,4.47,1.2
2008-06-12,19.32,4.49,1.2
2008-06-11,19.25,4.48,1.2
2008-06-10,18.94,4.4,1.22
2008-06-09,19.16,4.63,1.18
2008-06-06,19.7,4.76,1.14
2008-06-05,19.91,4.81,1.13
2008-06-04,19.52,4.71,1.15
2008-06-03,20.07,4.85,1.12
2008-06-02,20.17,4.87,1.12
2008-05-30,20.74,5.01,1.09
2008-05-29,20.59,4.97,1.1
2008-05-28,20.92,5.06,1.08
2008-05-27,20.67,5.0,1.09
2008-05-26,20.73,5.01,1.09
2008-05-23,21.03,5.32,1.01
2008-05-22,21.38,5.4,1
2008-05-21,21.77,5.5,0.98
2008-05-20,21.72,5.49,0.98
2008-05-16,21.94,5.55,0.97
2008-05-15,21.84,5.5,0.98
2008-05-14,21.44,5.39,1
2008-05-13,21.21,5.33,1.01
2008-05-12,21.45,5.39,1
2008-05-09,21.32,5.36,1.01
2008-05-08,21.75,5.47,0.99
2008-05-07,21.98,5.52,0.98
2008-05-06,22.02,5.53,0.97
2008-05-05,22.2,5.58,0.97
2008-05-02,22.42,5.62,0.96
2008-04-30,22.17,5.55,0.97
2008-04-29,22.31,5.58,0.97
2008-04-28,21.85,5.47,0.99
2008-04-25,21.96,5.49,0.98
2008-04-24,21.57,5.37,1
2008-04-23,21.69,5.4,1
2008-04-22,21.8,5.43,0.99
2008-04-21,21.92,5.41,1
2008-04-17,21.6,5.33,1.01
2008-04-16,21.29,5.25,1.03
2008-04-15,21.26,5.24,1.03
2008-04-11,20.82,5.13,1.05
2008-04-10,20.63,5.09,1.06
2008-04-09,20.69,5.1,1.06
2008-04-08,20.53,5.06,1.07
2008-04-07,20.75,5.12,1.05
2008-04-04,20.25,4.99,1.08
2008-04-03,20.8,5.13,1.05
2008-04-02,20.72,5.11,1.06
2008-04-01,20.66,5.09,1.06
2008-03-31,20.63,5.09,1.06
2008-03-28,21.54,5.31,1.02
2008-03-27,21.05,5.19,1.04
2008-03-26,21.05,5.19,1.04
2008-03-25,21.25,5.24,1.03
2008-03-24,20.09,4.95,1.09
2008-03-19,19.93,4.91,1.1
2008-03-18,19.75,4.87,1.11
2008-03-17,19.62,4.84,1.12
2008-03-14,20.68,5.1,1.06
2008-03-13,19.72,4.81,1.13
2008-03-12,20.78,5.11,1.05
2008-03-11,20.75,5.1,1.05
2008-03-10,20.47,5.03,1.06
2008-03-07,20.35,5.0,1.07
2008-03-05,20.98,5.16,1.04
2008-03-04,20.74,5.1,1.05
2008-03-03,21.12,5.19,1.03
2008-02-29,22.27,5.47,0.98
2008-02-28,22.53,5.54,0.97
2008-02-27,22.46,5.52,0.97
2008-02-26,22.47,5.52,0.97
2008-02-25,22.17,5.45,0.98
2008-02-22,21.79,5.35,1
2008-02-21,22.14,5.44,0.98
2008-02-20,21.98,5.4,0.99
2008-02-19,22.52,5.53,0.97
2008-02-18,22.51,5.53,0.97
2008-02-15,22.62,5.56,0.96
2008-02-14,22.19,5.45,0.98
2008-02-13,21.03,5.16,1.04
2008-02-12,20.64,5.07,1.06
2008-02-11,20.72,5.09,1.05
2008-02-08,21.85,5.36,1
2008-02-07,21.9,5.38,1
2008-02-06,22.71,5.58,0.96
2008-02-05,23.4,5.74,0.93
2008-02-04,23.31,5.72,0.94
2008-02-01,22.68,5.57,0.96
2008-01-31,21.97,5.38,0.99
2008-01-30,22.02,5.41,0.99
2008-01-29,22.55,5.53,0.97
2008-01-28,22.6,5.52,0.97
2008-01-25,22.88,5.61,0.95
2008-01-24,21.52,5.24,1.02
2008-01-23,22.26,5.42,0.99
2008-01-22,20.96,5.1,1.05
2008-01-21,22.33,5.43,0.99
2008-01-18,24.49,5.94,0.9
2008-01-17,25.47,6.16,0.87
2008-01-16,26.67,6.18,0.87
2008-01-15,27.3,6.33,0.85
2008-01-14,27.89,6.47,0.83
2008-01-11,27.86,6.46,0.83
2008-01-10,27.7,6.41,0.83
2008-01-09,28.22,6.53,0.82
2008-01-08,28.29,6.55,0.82
2008-01-07,28.25,6.54,0.82
2008-01-04,28.23,6.53,0.82
2008-01-03,27.8,6.43,0.83
2008-01-02,27.8,6.43,0.83
2008-01-01,27.64,6.4,0.84
2007-12-31,27.62,6.39,0.84
2007-12-28,27.35,6.33,0.85
2007-12-27,27.36,6.33,0.85
2007-12-26,27.29,6.32,0.85
2007-12-24,26.91,6.23,0.86
2007-12-20,25.92,6.0,0.89
2007-12-19,25.85,5.98,0.89
2007-12-18,25.81,5.97,0.9
2007-12-17,25.97,6.01,0.89
2007-12-14,27.19,6.32,0.85
2007-12-13,27.23,6.33,0.85
2007-12-12,27.69,6.44,0.83
2007-12-11,26.68,6.4,0.88
2007-12-10,26.08,6.26,0.9
2007-12-07,26.14,6.27,0.9
2007-12-06,26.05,6.25,0.9
2007-12-05,25.98,6.23,0.9
2007-12-04,25.63,6.15,0.92
2007-12-03,25.66,6.15,0.91
2007-11-30,25.21,6.05,0.93
2007-11-29,24.65,5.91,0.95
2007-11-28,24.57,5.89,0.96
2007-11-27,24.92,5.98,0.94
2007-11-26,25.07,6.01,0.94
2007-11-23,24.53,5.88,0.96
2007-11-22,24.17,5.79,0.97
2007-11-21,24.35,5.83,0.97
2007-11-20,25.32,6.06,0.93
2007-11-19,25.87,6.2,0.91
2007-11-16,25.86,6.2,0.91
2007-11-15,25.87,6.2,0.91
2007-11-14,25.98,6.22,0.9
2007-11-13,24.92,5.97,0.94
2007-11-12,24.57,5.89,0.96
2007-11-09,24.77,5.93,0.95
2007-11-08,24.92,5.97,0.94
2007-11-07,25.29,6.06,0.93
2007-11-06,25.31,6.06,0.93
2007-11-05,25.57,6.13,0.92
2007-11-02,25.94,6.21,0.91
2007-11-01,25.65,6.15,0.92
2007-10-31,25.74,6.18,0.91
2007-10-30,26.01,6.15,0.92
2007-10-29,26.35,6.18,0.91
2007-10-26,25.57,5.96,0.94
2007-10-25,25.01,5.82,0.97
2007-10-24,24.66,5.75,0.98
2007-10-23,24.53,5.72,0.98
2007-10-22,23.28,5.42,1.04
2007-10-19,23.46,5.45,1.03
2007-10-18,24.33,5.6,1.01
2007-10-17,25.2,5.78,0.97
2007-10-16,25.71,5.9,0.95
2007-10-15,25.77,6.19,0.93
2007-10-12,24.67,5.93,0.97
2007-10-11,25.13,6.03,0.95
2007-10-10,24.78,5.94,0.97
2007-10-09,24.26,5.82,0.99
2007-10-08,23.16,5.55,1.03
2007-10-05,23.62,5.66,1.01
2007-10-04,23.42,5.56,1.03
2007-10-03,23.43,5.56,1.03
2007-10-01,22.79,5.41,1.05
2007-09-28,22.58,5.36,1.06
2007-09-27,22.49,5.33,1.07
2007-09-26,22.21,5.27,1.08
2007-09-25,22.21,5.27,1.08
2007-09-24,22.18,5.26,1.08
2007-09-21,21.89,5.39,1.07
2007-09-20,21.49,5.29,1.09
2007-09-19,21.42,5.27,1.09
2007-09-18,20.57,5.06,1.14
2007-09-17,20.34,5.01,1.15
2007-09-14,20.45,5.03,1.14
2007-09-13,20.5,5.16,1.08
2007-09-12,20.35,5.12,1.09
2007-09-11,20.35,5.12,1.09
2007-09-10,20.4,5.13,1.09
2007-09-07,20.41,5.14,1.09
2007-09-06,20.45,5.15,1.09
2007-09-05,20.26,5.1,1.1
2007-09-04,20.27,5.1,1.1
2007-09-03,20.25,5.1,1.1
2007-08-31,20.2,5.08,1.1
2007-08-30,19.96,5.02,1.11
2007-08-29,19.72,4.96,1.13
2007-08-28,19.55,4.92,1.14
2007-08-27,19.47,4.9,1.14
2007-08-24,18.96,4.77,1.17
2007-08-23,18.62,4.69,1.19
2007-08-22,18.79,4.73,1.18
2007-08-21,18.43,4.79,1.19
2007-08-20,19.04,4.95,1.15
2007-08-17,18.58,4.83,1.18
2007-08-16,18.9,4.92,1.16
2007-08-14,19.77,5.14,1.11
2007-08-13,19.81,5.14,1.11
2007-08-10,19.63,5.09,1.12
2007-08-09,19.94,5.17,1.1
2007-08-08,20.2,5.24,1.09
2007-08-07,19.72,5.12,1.11
2007-08-06,19.65,5.1,1.12
2007-08-03,19.93,5.17,1.1
2007-08-02,19.72,5.12,1.11
2007-08-01,19.65,5.1,1.12
2007-07-31,20.49,5.31,1.07
2007-07-30,20.34,5.21,1.1
2007-07-27,20.87,5.21,1.09
2007-07-26,21.71,5.42,1.05
2007-07-25,21.71,5.38,1.06
2007-07-24,22.01,5.42,1.05
2007-07-23,22.0,5.42,1.05
2007-07-20,21.76,5.35,1.07
2007-07-19,21.86,5.77,1.04
2007-07-18,21.64,5.69,1.05
2007-07-17,21.65,5.69,1.05
2007-07-16,21.78,5.71,1.05
2007-07-13,21.63,5.67,1.06
2007-07-12,21.35,5.6,1.07
2007-07-11,21.06,5.52,1.09
2007-07-10,21.2,5.55,1.08
2007-07-09,21.27,5.56,1.08
2007-07-06,21.11,5.52,1.09
2007-07-05,20.81,5.44,1.1
2007-07-04,20.84,5.45,1.1
2007-07-03,20.83,5.45,1.1
2007-07-02,20.62,5.39,1.11
2007-06-29,20.6,5.4,1.11
2007-06-28,20.42,5.35,1.12
2007-06-27,20.34,5.33,1.12
2007-06-26,20.44,5.36,1.12
2007-06-25,20.32,5.32,1.13
2007-06-22,20.2,5.31,1.13
2007-06-21,20.28,5.48,1.09
2007-06-20,20.19,5.46,1.09
2007-06-19,20.02,5.41,1.1
2007-06-18,19.7,5.33,1.12
2007-06-15,19.82,5.36,1.11
2007-06-14,19.81,5.36,1.11
2007-06-13,19.54,5.28,1.13
2007-06-12,19.74,5.34,1.11
2007-06-11,19.69,5.33,1.12
2007-06-08,19.69,5.32,1.12
2007-06-07,19.85,5.37,1.11
2007-06-06,19.94,5.39,1.1
2007-06-05,20.35,5.5,1.08
2007-06-04,20.27,5.48,1.09
2007-06-01,20.41,5.59,1.1
2007-05-31,20.41,5.59,1.1
2007-05-30,20.17,5.53,1.11
2007-05-29,20.11,5.59,1.1
2007-05-28,20.02,5.54,1.11
2007-05-25,19.98,5.53,1.12
2007-05-24,19.59,5.47,1.13
2007-05-23,19.78,5.53,1.12
2007-05-22,19.91,5.57,1.11
2007-05-21,19.83,5.54,1.11
2007-05-18,19.78,5.48,1.12
2007-05-17,19.93,5.49,1.12
2007-05-16,19.7,5.43,1.14
2007-05-15,19.46,5.36,1.15
2007-05-14,19.54,5.39,1.13
2007-05-11,19.35,5.31,1.15
2007-05-10,19.31,5.3,1.15
2007-05-09,19.36,5.32,1.15
2007-05-08,19.39,5.31,1.15
2007-05-07,19.56,5.36,1.14
2007-05-04,19.59,5.36,1.14
2007-05-03,19.76,5.41,1.13
2007-04-30,19.48,5.33,1.15
2007-04-27,19.58,5.32,1.15
2007-04-26,20.25,5.44,1.12
2007-04-25,20.24,5.43,1.13
2007-04-24,20.13,5.4,1.13
2007-04-23,19.88,5.32,1.15
2007-04-20,19.88,5.32,1.15
2007-04-19,19.57,5.21,1.17
2007-04-18,19.66,5.22,1.17
2007-04-17,19.55,5.19,1.18
2007-04-16,19.75,5.23,1.17
2007-04-13,19.28,5.1,1.2
2007-04-12,18.93,4.99,1.23
2007-04-11,19.09,5.03,1.22
2007-04-10,19.02,5.04,1.2
2007-04-09,19.0,5.03,1.2
2007-04-05,18.54,4.91,1.23
2007-04-04,18.43,4.89,1.24
2007-04-03,17.77,4.71,1.29
2007-04-02,17.49,4.63,1.31
2007-03-30,18.4,4.87,1.25
2007-03-29,18.29,4.84,1.25
2007-03-28,18.1,4.79,1.27
2007-03-26,18.38,4.87,1.25
2007-03-23,18.58,4.92,1.23
2007-03-22,18.65,4.94,1.23
2007-03-21,18.11,4.8,1.26
2007-03-20,17.79,4.71,1.29
2007-03-19,17.7,4.69,1.29
2007-03-16,17.36,4.6,1.32
2007-03-15,17.53,4.64,1.31
2007-03-14,17.51,4.64,1.31
2007-03-13,18.14,4.8,1.26
2007-03-12,17.96,4.76,1.28
2007-03-09,17.88,4.74,1.28
2007-03-08,18.09,4.79,1.27
2007-03-07,17.44,4.62,1.31
2007-03-06,17.58,4.66,1.3
2007-03-05,17.2,4.56,1.33
2007-03-02,17.92,4.75,1.28
2007-03-01,18.33,4.86,1.25
2007-02-28,18.01,4.77,1.27
2007-02-27,18.72,4.96,1.22
2007-02-26,18.95,5.02,1.21
2007-02-23,18.94,5.02,1.21
2007-02-22,19.42,5.14,1.18
2007-02-21,19.69,5.22,1.16
2007-02-20,19.74,5.23,1.16
2007-02-19,20.02,5.3,1.14
2007-02-15,19.94,5.28,1.15
2007-02-14,19.47,5.15,1.18
2007-02-13,19.45,5.15,1.18
2007-02-12,19.52,5.17,1.17
2007-02-09,20.14,5.33,1.14
2007-02-08,20.31,5.38,1.13
2007-02-07,20.32,5.38,1.13
2007-02-06,20.18,5.35,1.14
2007-02-05,20.27,5.37,1.13
2007-02-02,20.12,5.33,1.14
2007-02-01,19.95,5.27,1.15
2007-01-31,19.85,5.2,1.17
2007-01-29,20.88,5.26,1.15
2007-01-25,21.35,5.29,1.15
2007-01-24,21.07,5.21,1.16
2007-01-23,20.96,5.18,1.17
2007-01-22,21.42,5.22,1.16
2007-01-19,21.43,5.21,1.17
2007-01-18,21.74,5.23,1.16
2007-01-17,21.59,5.19,1.17
2007-01-16,21.67,5.19,1.17
2007-01-15,21.77,5.19,1.17
2007-01-12,21.63,5.16,1.18
2007-01-11,21.04,5.04,1.22
2007-01-10,20.64,4.92,1.25
2007-01-09,20.97,5.0,1.23
2007-01-08,21.08,5.03,1.23
2007-01-05,21.35,5.09,1.21
2007-01-04,21.38,5.1,1.21
2007-01-03,21.57,5.14,1.2
2007-01-02,21.48,5.12,1.2
2006-12-29,21.26,5.07,1.22
2006-12-28,21.28,5.08,1.22
2006-12-27,21.3,5.08,1.21
2006-12-26,21.12,5.04,1.22
2006-12-22,20.74,4.95,1.25
2006-12-21,20.54,4.9,1.26
2006-12-20,20.45,4.88,1.26
2006-12-19,20.53,4.9,1.26
2006-12-18,21.05,5.02,1.23
2006-12-15,20.83,4.97,1.24
2006-12-14,20.59,4.91,1.26
2006-12-13,20.17,4.81,1.28
2006-12-12,19.91,4.75,1.3
2006-12-11,20.62,4.92,1.25
2006-12-08,21.23,5.06,1.22
2006-12-07,21.54,5.13,1.2
2006-12-06,21.51,5.13,1.2
2006-12-05,21.51,5.13,1.2
2006-12-04,21.43,5.11,1.21
2006-12-01,21.41,5.14,1.21
2006-11-30,21.18,5.08,1.22
2006-11-29,21.03,5.05,1.23
2006-11-28,21.0,5.04,1.23
2006-11-27,21.25,5.1,1.22
2006-11-24,21.17,5.08,1.22
2006-11-23,21.14,5.07,1.22
2006-11-22,21.2,5.08,1.22
2006-11-21,21.0,5.03,1.23
2006-11-20,20.67,4.95,1.25
2006-11-17,20.65,4.95,1.25
2006-11-16,20.78,4.98,1.25
2006-11-15,20.78,4.98,1.25
2006-11-14,20.7,4.96,1.25
2006-11-13,20.66,4.95,1.25
2006-11-10,20.53,4.92,1.26
2006-11-09,20.32,4.87,1.27
2006-11-08,20.22,4.88,1.31
2006-11-07,20.34,4.91,1.3
2006-11-06,20.39,4.92,1.3
2006-11-03,20.37,4.92,1.3
2006-11-02,20.29,4.9,1.31
2006-11-01,20.16,4.87,1.32
2006-10-31,20.37,4.84,1.32
2006-10-30,20.48,4.87,1.31
2006-10-27,21.04,4.83,1.32
2006-10-26,20.79,4.75,1.35
2006-10-23,20.79,4.72,1.35
2006-10-21,20.94,4.76,1.35
2006-10-20,20.91,4.75,1.35
2006-10-19,21.06,4.75,1.35
2006-10-18,21.33,4.79,1.34
2006-10-17,21.47,4.79,1.33
2006-10-16,21.64,4.81,1.33
2006-10-13,21.36,4.74,1.35
2006-10-12,21.04,4.67,1.37
2006-10-11,20.68,4.59,1.39
2006-10-10,20.83,4.73,1.36
2006-10-09,20.82,4.73,1.36
2006-10-06,20.82,4.73,1.33
2006-10-05,20.79,4.72,1.34
2006-10-04,20.5,4.66,1.36
2006-10-03,20.82,4.73,1.33
2006-09-29,20.92,4.76,1.33
2006-09-28,20.83,4.73,1.33
2006-09-27,20.87,4.74,1.33
2006-09-26,20.83,4.73,1.33
2006-09-25,20.21,4.59,1.37
2006-09-22,20.33,4.62,1.37
2006-09-21,20.38,4.63,1.36
2006-09-20,20.09,4.57,1.38
2006-09-19,19.83,4.51,1.4
