Date,FMCG,FINANCE,BANK,IT,COMMODITIES,AUTO,ENERGY,INFRASTRUCTURE,PHARMA,N50,VIX,GOLD,N-PE,N-PB
2021-01-01,15184.5,31225.85,24456.1,3815.9,9272.5,16976.2,3674.2,13001.95,14018.5,22.586,1127.7,38.55,3.97,1.13
2020-12-31,15208.0,31264.05,24251.35,3800.6,9193.5,16922.5,3650.95,12915.9,13981.75,22.75,1127.7,38.45,3.96,1.14
2020-12-30,15162.9,31303.05,24330.05,3811.3,9164.8,16948.75,3669.25,12823.9,13981.95,22.77,1131.4,38.45,3.96,1.14
2020-12-29,15120.0,31322.5,24274.05,3765.55,9043.9,16899.35,3645.45,12843.9,13932.6,23.08,1125.2,38.31,3.94,1.14
2020-12-28,14966.45,30880.95,24100.3,3785.8,9066.85,17005.5,3656.35,12874.35,13873.2,21.7,1126.8,38.15,3.93,1.14
2020-12-24,14779.6,30402.2,24009.25,3738.75,8978.05,16860.7,3620.95,12908.95,13749.25,21.53,1127.6,37.81,3.89,1.15
2020-12-23,14517.05,29883.3,24167.75,3714.1,8935.95,16628.2,3584.85,12753.25,13601.1,23.31,1130.8,37.4,3.85,1.17
2020-12-22,14421.6,29625.95,23611.6,3676.95,8818.6,16569.0,3562.45,12550.95,13466.3,24.23,1133.4,37.03,3.81,1.18
2020-12-21,14392.6,29456.45,22844.6,3640.55,8745.0,16377.45,3511.5,12278.15,13328.4,25.16,1134.2,36.65,3.77,1.19
2020-12-18,14879.15,30714.65,23256.55,3821.8,9168.65,17231.95,3666.9,12762.35,13760.55,21.57,1130.6,37.84,3.89,1.15
2020-12-17,14963.55,30847.05,22892.25,3826.65,9185.2,17323.55,3676.35,12602.4,13740.7,21.93,1137.5,37.79,3.89,1.16
2020-12-16,14789.3,30698.4,22906.25,3841.25,9239.1,17383.15,3682.7,12547.5,13682.7,22.5,1114.3,37.63,3.87,1.16
2020-12-15,14673.0,30691.05,22715.1,3815.3,9149.75,17281.35,3652.45,12432.6,13567.85,22.89,1114.3,37.31,3.84,1.17
2020-12-14,14561.5,30745.9,22746.7,3801.35,9093.1,17351.35,3652.0,12459.9,13558.15,24.72,1101.4,37.28,3.84,1.17
2020-12-11,14501.9,30604.85,22664.0,3762.1,9188.95,17204.05,3618.15,12366.0,13513.85,23.31,1144.3,37.16,3.82,1.18
2020-12-10,14450.1,30510.35,22755.75,3727.9,9200.85,16931.6,3600.1,12440.6,13478.3,22.52,1153.6,37.06,3.81,1.18
2020-12-09,14554.3,30709.4,22803.45,3779.7,9293.3,17087.75,3623.45,12443.9,13529.1,22.27,1134.57,37.2,3.83,1.17
2020-12-08,14384.7,30261.9,22617.35,3783.7,9297.85,16967.55,3607.2,12407.3,13392.95,20.68,1182.1,36.83,3.79,1.19
2020-12-07,14360.25,30211.55,22440.85,3793.65,9311.1,16998.6,3604.3,12555.95,13355.75,21.3,1095.35,36.677,3.774,1.191
2020-12-04,14286.45,30052.4,22309.8,3782.2,9302.2,16923.55,3565.9,12353.6,13258.55,20.79,1078.2,36.46,3.75,1.2
2020-12-03,14138.75,29448.75,22202.2,3764.65,9245.3,16941.25,3528.55,12206.95,13133.9,21.28,953.1,36.12,3.72,1.21
2020-12-02,14187.5,29463.15,22319.0,3710.3,9093.7,16701.05,3501.8,12088.6,13113.75,21.17,912.1,36.06,3.71,1.21
2020-12-01,14352.05,29817.85,22170.85,3665.8,8987.15,16475.35,3476.85,12045.15,13109.05,20.77,1075.76,36.05,3.71,1.21
2020-11-27,14293.15,29609.05,21764.9,3605.9,8891.6,16251.85,3424.75,11839.15,12968.95,20.84,1077.4,35.66,3.67,1.22
2020-11-26,14237.65,29549.75,21859.9,3604.05,8767.75,16346.0,3431.6,11801.25,12987.0,21.986,1091.9,35.71,3.68,1.22
2020-11-25,14011.7,29196.4,21705.9,3562.35,8738.45,16388.0,3407.35,11635.2,12858.4,21.25,1093.9,35.36,3.64,1.23
2020-11-24,14275.25,29737.25,22064.3,3607.5,8887.95,16460.55,3446.0,11880.8,13055.15,21.64,1088.9,35.9,3.7,1.22
2020-11-23,14059.1,29024.2,22007.05,3594.75,8738.6,16405.55,3436.5,11737.2,12926.45,22.66,1115.0,35.55,3.66,1.23
2020-11-20,14210.5,29236.0,21409.25,3533.75,8684.75,15959.75,3405.3,11526.75,12859.05,23.7,1137.3,35.36,3.64,1.23
2020-11-19,13973.5,28903.05,21114.45,3509.35,8628.3,15951.55,3390.05,11566.6,12771.7,23.11,1127.9,35.12,3.61,1.24
2020-11-18,14301.45,29749.85,21314.85,3537.95,8686.6,15911.1,3421.5,11612.95,12938.25,23.84,1138.0,35.59,3.66,1.23
2020-11-17,14109.35,29181.3,21488.55,3532.35,8425.55,15925.3,3390.45,11690.8,12874.2,22.71,1150.0,34.93,3.64,1.23
2020-11-14,13840.25,28594.3,21552.75,3505.2,8344.75,16019.6,3375.55,11772.45,12780.25,23.097,1118.78,34.73,3.62,1.24
2020-11-13,13779.75,28465.7,21436.85,3482.25,8308.9,15869.25,3355.3,11726.45,12719.95,23.1,1153.6,34.57,3.6,1.25
2020-11-12,13743.35,28278.8,21363.35,3447.45,8284.05,15743.2,3344.1,11600.8,12690.8,25.35,1109.2,34.48,3.59,1.25
2020-11-11,13889.9,28845.0,21330.45,3437.75,8255.2,15773.55,3338.85,11570.35,12749.15,23.45,1131.6,34.5,3.61,1.25
2020-11-10,13698.6,28606.0,20978.5,3386.35,8127.25,15713.05,3305.75,11168.9,12631.1,24.8,1132.74,34.18,3.58,1.26
2020-11-09,13158.25,27534.1,21820.15,3368.4,8067.65,15491.5,3243.65,11674.35,12461.05,25.75,1170.9,33.62,3.53,1.27
2020-11-06,12893.8,26798.95,21492.25,3318.2,8006.1,15180.75,3189.85,11623.35,12263.55,24.86,1077.2,33.09,3.47,1.29
2020-11-05,12659.35,26313.1,21385.65,3306.85,7995.5,15020.35,3183.05,11704.95,12120.3,27.58,1054.4,32.84,3.43,1.31
2020-11-04,12458.25,25771.6,21104.55,3211.6,7901.75,14628.5,3120.15,11608.65,11908.5,29.57,1092.1799999999998,32.27,3.37,1.33
2020-11-03,12468.2,25682.8,20736.0,3208.4,7848.85,14528.45,3110.25,11361.0,11813.5,35.55,995.7,31.82,3.34,1.34
2020-11-02,12089.05,24892.5,20732.3,3207.75,7732.25,14606.1,3098.7,11175.3,11669.15,37.13,915.3,31.43,3.3,1.36
2020-10-30,11636.05,23900.9,20916.85,3233.5,7758.4,14977.8,3129.65,11243.75,11642.4,38.02,1140.3,31.9,3.3,1.36
2020-10-29,11710.65,24092.0,20876.95,3190.95,7846.75,14722.15,3124.4,11226.0,11670.8,37.59,1133.3,31.56,3.3,1.36
2020-10-28,11802.4,24232.5,20810.3,3176.15,7922.75,14688.35,3141.6,11325.1,11729.6,40.28,1129.5,33.94,3.32,1.35
2020-10-27,12082.1,24769.5,21023.4,3200.05,7930.65,14752.25,3157.75,11511.5,11889.4,33.35,1148.7,34.49,3.37,1.34
2020-10-26,11827.85,24075.45,21265.7,3152.5,7833.65,14613.45,3113.2,11334.2,11767.75,32.46,1146.4,33.95,3.33,1.35
2020-10-23,11947.4,24478.3,21523.6,3222.75,8094.6,14901.7,3152.4,11503.05,11930.35,27.55,1145.8,34.37,3.38,1.33
2020-10-22,11921.35,24484.15,21413.5,3225.5,7864.15,14789.45,3145.1,11545.3,11896.45,28.11,1143.0,34.27,3.37,1.33
2020-10-21,11964.4,24635.05,21577.65,3204.95,7878.05,14643.55,3122.05,11645.7,11937.65,28.65,1157.9,34.4,3.38,1.33
2020-10-20,11820.8,24311.8,21694.35,3170.35,7896.7,14529.15,3093.15,11644.4,11896.8,29.35,1140.6,34.28,3.37,1.33
2020-10-19,11803.75,24266.75,21391.9,3186.3,7870.35,14743.25,3090.75,11616.65,11873.05,29.18,1143.2,34.43,3.36,1.34
2020-10-16,11512.8,23533.25,21538.15,3152.75,7959.45,14562.55,3075.65,11814.1,11762.45,27.41,1142.5,34.13,3.33,1.35
2020-10-15,11341.6,23072.4,21567.3,3103.1,7935.35,14460.2,3044.15,11637.9,11680.35,26.97,1135.1,34.03,3.31,1.36
2020-10-14,11686.65,23874.65,22204.05,3144.45,8031.05,14755.0,3109.75,11857.25,11971.05,26.4,1144.9,34.87,3.39,1.33
2020-10-13,11480.95,23492.2,22492.6,3146.05,8052.85,14911.95,3108.5,11937.1,11934.5,26.07,1134.4,34.77,3.38,1.33
2020-10-12,11589.9,23712.8,22202.1,3123.3,8102.5,14754.6,3100.4,12154.55,11930.95,25.07,1110.8,34.76,3.38,1.33
2020-10-09,11648.45,23846.8,21837.6,3136.3,8163.5,14833.8,3119.1,12043.95,11914.2,25.0,1181.0,34.71,3.37,1.33
2020-10-08,11433.5,23191.35,21697.25,3145.2,8183.7,14780.15,3108.45,12209.2,11834.6,26.36,1252.1,34.4,3.35,1.34
2020-10-07,11340.9,22964.8,21017.4,3141.1,8170.05,14914.4,3108.55,11915.0,11738.85,28.06,1108.8,34.12,3.32,1.35
2020-10-06,11308.9,22853.7,20896.75,3143.15,8058.1,14966.8,3096.6,12009.45,11662.4,29.48,1064.4,33.9,3.3,1.36
2020-10-05,10963.25,22370.95,20809.0,3137.85,7957.95,14999.05,3085.25,12024.0,11503.35,27.96,1124.15,33.43,3.26,1.38
2020-10-01,10949.6,22246.0,20110.4,3127.55,7966.1,15049.7,3101.15,11822.9,11416.95,26.7,901.2,33.18,3.23,1.39
2020-09-30,10622.4,21451.8,19951.3,3110.95,7908.1,15026.95,3080.95,11772.85,11247.55,26.37,1138.3,32.69,3.19,1.41
2020-09-29,10561.9,21411.3,19831.8,3127.65,7925.2,15175.1,3099.75,11709.5,11222.4,26.27,1137.7,32.62,3.18,1.42
2020-09-28,10591.35,21665.5,19783.0,3107.55,7902.55,15210.2,3111.3,11796.6,11227.55,26.19,1124.8,32.63,3.18,1.41
2020-09-25,10332.25,20982.35,19629.35,3033.25,7669.5,14826.3,3049.8,11595.9,11050.25,26.38,1119.2,32.12,3.13,1.44
2020-09-24,10134.8,20456.85,18973.0,2966.7,7418.85,14548.45,2960.3,11334.6,10805.55,28.51,1124.9,30.97,3.01,1.51
2020-09-23,10426.5,21178.5,19805.65,3055.55,7690.9,14956.6,3037.75,11685.9,11131.85,28.58,1127.0,31.91,3.1,1.47
2020-09-22,10414.85,21139.1,19866.1,3077.5,7695.25,15064.9,3073.75,11876.85,11153.65,26.86,1146.8,31.97,3.1,1.47
2020-09-21,10527.2,21366.8,19728.95,3117.5,7832.2,15366.3,3123.55,11799.55,11250.55,27.78,1145.9,32.25,3.13,1.45
2020-09-18,10746.85,22031.05,19827.05,3227.05,8161.7,15777.1,3218.5,12320.9,11504.95,25.83,1171.6,32.98,3.2,1.42
2020-09-17,10881.15,22320.35,19817.7,3222.9,8128.65,15688.45,3193.3,11735.95,11516.1,26.46,1166.0,33.01,3.2,1.42
2020-09-16,11016.1,22573.55,19770.35,3247.0,8156.2,15829.45,3218.25,11688.55,11604.55,26.04,1179.2,33.26,3.23,1.41
2020-09-15,10925.95,22465.65,19627.3,3235.35,8033.5,15898.6,3212.95,11450.5,11521.8,25.59,1173.9,33.03,3.2,1.42
2020-09-14,10782.65,22101.25,19505.1,3202.0,8035.35,15829.15,3182.1,11233.3,11440.05,25.85,1176.8,32.79,3.21,1.47
2020-09-11,10966.95,22479.95,18633.25,3189.1,7956.8,15942.3,3201.75,11313.3,11464.45,26.87,1132.2,32.86,3.22,1.46
2020-09-10,10968.05,22466.2,18395.85,3180.3,7945.0,15978.05,3204.25,11303.4,11449.25,29.71,1150.2,32.82,3.22,1.46
2020-09-09,10887.6,22267.0,18261.5,3129.95,7903.1,15365.85,3132.9,11304.1,11278.0,28.81,1171.0,32.33,3.17,1.49
2020-09-08,11086.2,22744.4,18395.75,3117.25,7888.0,15336.45,3121.6,11093.2,11317.35,31.46,1131.29,32.44,3.18,1.48
2020-09-07,11143.5,22945.05,18176.8,3156.0,7957.85,15356.45,3155.75,11269.85,11355.05,27.445999999999998,1111.2,32.55,3.19,1.48
2020-09-04,11157.75,23011.5,18073.95,3175.45,7996.55,15434.7,3171.05,11281.45,11333.85,30.75,1048.4,32.49,3.18,1.48
2020-09-03,11371.35,23530.85,18348.55,3246.95,8049.55,15734.75,3234.15,11511.85,11527.45,33.6,1013.1,33.04,3.24,1.45
2020-09-02,11490.55,23874.55,18076.95,3239.15,7976.95,15857.25,3235.9,11404.25,11535.0,26.57,1110.6100000000001,32.71,3.24,1.44
2020-09-01,11493.6,23812.0,17814.05,3196.95,7885.95,15673.05,3202.9,11339.5,11470.25,26.12,902.9,32.53,3.22,1.45
2020-08-31,11389.0,23754.35,17928.85,3153.55,7840.35,15605.25,3163.5,11079.8,11387.5,26.41,1178.0,32.29,3.2,1.46
2020-08-28,11720.35,24523.8,18122.0,3265.15,8111.85,15970.75,3254.45,11622.9,11647.6,22.96,1174.6,32.92,3.26,1.43
2020-08-27,11483.4,23600.35,18102.65,3256.55,8183.0,15996.1,3238.0,11588.05,11559.25,24.47,1161.1,32.67,3.23,1.45
2020-08-26,11416.7,23414.2,18128.0,3257.4,8100.5,16115.05,3249.1,11484.55,11549.6,23.27,1174.3,32.64,3.23,1.45
2020-08-25,11358.95,23092.15,17973.7,3256.25,7983.6,15980.2,3246.2,11500.0,11472.25,22.03,1161.4,32.43,3.21,1.46
2020-08-24,11256.6,22833.0,18010.95,3274.3,7948.4,16071.0,3260.2,11572.25,11466.45,22.37,1181.1,32.41,3.21,1.46
2020-08-21,11025.75,22299.6,18065.3,3265.2,7934.7,16085.35,3260.75,11614.9,11371.6,22.54,1177.7,32.08,3.18,1.47
2020-08-20,10897.5,21999.45,18126.1,3249.95,7911.6,15960.95,3253.4,11540.9,11312.2,22.72,1182.3,31.91,3.17,1.49
2020-08-19,11042.35,22285.9,18210.85,3212.6,7941.35,15712.0,3256.55,11537.9,11408.4,22.54,1212.0,32.09,3.21,1.44
2020-08-18,10995.6,22170.6,18270.35,3198.65,7941.85,15634.35,3241.1,11581.7,11385.35,21.51,1227.9,32.03,3.21,1.45
2020-08-17,10783.6,21700.85,18223.6,3149.3,7865.55,15588.45,3203.3,11595.35,11247.1,21.35,1208.0,31.64,3.17,1.46
2020-08-14,10758.45,21679.4,18022.65,3106.35,7677.65,15394.95,3183.2,11640.4,11178.4,22.05,1191.0,31.09,3.15,1.47
2020-08-13,10978.2,22196.35,18107.2,3112.6,7879.75,15540.55,3216.8,11477.95,11300.45,22.13,1189.8,31.42,3.18,1.46
2020-08-12,10996.1,22264.0,18066.0,3099.35,7785.05,15549.0,3196.75,11590.25,11308.4,22.28,1123.6,31.33,3.18,1.46
2020-08-11,11030.2,22227.2,18057.1,3110.95,7630.35,15588.25,3196.8,11772.25,11322.5,24.03,1175.35,31.37,3.19,1.46
2020-08-10,10913.8,21900.25,18159.55,3110.85,7621.3,15515.35,3199.15,11941.4,11270.15,22.13,1130.3,31.23,3.17,1.46
2020-08-07,10823.1,21754.0,18004.15,3091.4,7554.45,15498.05,3188.25,11333.0,11214.05,22.21,1110.9,30.72,3.16,1.47
2020-08-06,10797.35,21642.6,18188.75,3072.2,7498.25,15408.15,3176.9,11403.65,11200.15,22.65,1043.9,30.68,3.15,1.47
2020-08-05,10685.35,21509.95,17869.8,3046.8,7489.1,15328.3,3178.6,11263.75,11101.65,22.99,1052.7,30.41,3.13,1.48
2020-08-04,10706.0,21490.5,17808.0,3019.65,7353.95,15408.15,3167.65,11316.95,11095.25,23.76,1028.5,30.39,3.12,1.49
2020-08-03,10467.2,21072.1,17965.8,2994.9,7240.25,15055.55,3113.2,11128.4,10891.6,24.28,1139.92,29.7,3.07,1.51
2020-07-31,10728.85,21640.05,18071.85,3020.05,7279.75,15309.15,3153.4,11148.9,11073.45,24.46,1201.9,30.2,3.12,1.49
2020-07-30,10795.1,21646.85,18003.55,3014.65,7287.85,15439.0,3162.2,10766.05,11102.15,24.76,1198.1,29.46,3.07,1.56
2020-07-29,10989.95,22076.6,17880.5,3054.45,7330.25,15737.55,3200.25,10441.15,11202.85,24.1,1193.2,29.59,3.1,1.54
2020-07-28,11057.05,22105.2,18042.75,3055.3,7416.9,16001.95,3219.0,10128.05,11300.55,25.44,1187.8,29.87,3.14,1.49
2020-07-27,10909.15,21848.75,17626.75,3000.5,7186.45,15903.05,3172.85,10062.05,11131.8,24.74,1185.1,29.18,3.17,1.44
2020-07-24,11184.9,22662.05,17286.0,2993.45,7218.65,15895.85,3175.9,10237.95,11194.15,25.84,1163.9,29.35,3.19,1.43
2020-07-23,11380.35,23083.9,17045.2,3012.35,7301.05,15803.25,3179.8,10322.15,11215.45,26.08,1148.1,29.2,3.2,1.43
2020-07-22,11290.4,22882.6,17076.05,2994.55,7203.95,15565.4,3155.75,10175.2,11132.6,24.32,1132.3,28.93,3.17,1.44
2020-07-21,11317.9,22782.0,17273.2,3000.45,7295.75,15457.35,3156.75,10153.8,11162.25,24.84,1126.1,29.01,3.18,1.44
2020-07-20,11093.2,22321.85,17258.3,2957.95,7175.85,14936.0,3104.25,10304.6,11022.2,24.46,1112.1,28.86,3.14,1.46
2020-07-17,10915.7,21966.8,16821.35,2942.7,7137.3,14942.25,3091.85,10472.15,10901.7,25.68,1108.6,28.55,3.11,1.47
2020-07-16,10708.3,21597.15,16926.05,2866.0,7015.9,14339.9,3015.85,10382.3,10739.95,28.0,1111.3,28.19,3.06,1.49
2020-07-15,10616.1,21340.75,16459.8,2858.85,6931.05,14302.95,3013.75,10210.75,10618.2,27.76,1108.8,27.88,3.03,1.51
2020-07-14,10652.0,21392.2,15640.55,2878.3,6916.0,14581.9,3071.5,10155.05,10607.35,29.52,1111.3,27.85,3.02,1.51
2020-07-13,10919.9,22089.25,15819.2,2927.25,7084.45,14835.1,3111.95,10106.6,10802.7,32.19,1111.3,28.36,3.08,1.49
2020-07-10,11091.2,22398.45,15565.2,2904.95,7041.1,14698.5,3084.0,10072.25,10768.05,27.29,1129.8,28.27,3.07,1.49
2020-07-09,11305.3,22907.2,15535.95,2920.15,7085.6,14620.85,3081.9,9987.55,10813.45,29.26,1156.5,28.26,3.08,1.48
2020-07-08,11129.25,22584.65,15513.65,2898.25,7059.35,14554.35,3060.35,9948.5,10705.75,28.08,1244.4,27.98,3.05,1.5
2020-07-07,11193.9,22628.0,15784.95,2914.7,7199.55,14696.7,3092.65,9878.0,10799.65,29.43,1096.4,28.22,3.08,1.49
2020-07-06,11023.7,22198.95,15464.95,2954.8,7171.75,14997.85,3141.15,9901.25,10763.65,27.94,1086.09,28.13,3.07,1.49
2020-07-03,10870.9,21852.4,15285.9,2904.0,6971.05,14771.05,3106.1,9963.4,10607.35,29.590999999999998,1079.9299999999998,27.78,3.03,1.51
2020-07-02,10906.75,21953.2,15122.55,2891.0,6907.1,14625.2,3059.5,9943.65,10551.7,27.68,918.0,27.63,3.01,1.52
2020-07-01,10843.25,21977.6,14732.1,2867.3,6718.6,14474.35,3031.4,9882.85,10430.05,28.62,920.7,26.97,2.98,1.54
2020-06-30,10561.9,21370.15,14754.3,2860.0,6719.15,14396.55,3032.35,9985.15,10302.1,30.43,1091.5,26.32,2.94,1.55
2020-06-29,10533.2,21359.0,14768.0,2865.75,6645.85,14588.5,3042.65,10135.9,10312.4,31.78,1094.9,26.49,2.95,1.55
2020-06-26,10588.45,21592.05,14994.65,2918.7,6731.45,14832.65,3078.5,10137.85,10383.0,34.73,1081.0,26.67,2.97,1.54
2020-06-25,10585.6,21506.15,14411.2,2874.25,6737.85,14505.2,3038.4,10193.15,10288.9,32.22,1086.7,25.59,2.93,1.48
2020-06-24,10556.7,21426.8,14581.45,2902.05,6742.8,14603.65,3059.25,10110.5,10305.3,33.84,1093.5,25.63,2.93,1.48
2020-06-23,10881.4,22264.9,14680.4,2962.3,6789.2,14837.55,3105.5,10360.8,10471.0,31.37,1094.2,26.05,2.98,1.45
2020-06-22,10662.55,21708.35,14463.65,2912.65,6729.1,14675.6,3062.3,10218.35,10311.2,31.77,1095.3,25.66,2.94,1.48
2020-06-19,10534.75,21338.1,14499.8,2876.9,6634.5,14535.25,3038.65,10002.15,10244.4,35.12,1080.8,25.49,2.92,1.49
2020-06-18,10372.0,20956.3,14551.25,2833.9,6535.9,14023.45,2957.6,9975.3,10091.65,32.94,1070.6,25.11,2.87,1.51
2020-06-17,10007.1,20201.75,14478.45,2788.3,6503.5,13742.95,2919.25,9977.2,9881.15,33.47,1073.8,24.59,2.81,1.54
2020-06-16,10089.95,20296.7,14450.8,2797.2,6451.05,13780.55,2918.7,9926.4,9914.0,33.67,1071.6,24.31,2.82,1.54
2020-06-15,9817.9,19912.9,14396.7,2780.2,6443.0,13815.45,2925.95,9989.05,9813.7,34.4,1063.3,23.69,2.79,1.55
2020-06-12,10111.75,20654.55,14402.75,2819.75,6559.4,13855.75,2954.2,9982.8,9972.9,36.09,1080.9199999999998,24.08,2.84,1.53
2020-06-11,10035.7,20525.15,14619.45,2790.85,6373.6,13745.7,2908.75,9933.4,9902.0,40.79,1177.6,23.9,2.82,1.54
2020-06-10,10280.45,21100.1,14842.05,2849.0,6502.65,13954.3,2970.2,10149.25,10116.15,27.57,1149.3,24.41,2.88,1.51
2020-06-09,10163.35,20724.9,14737.8,2844.7,6577.7,13894.9,2959.55,10122.05,10046.65,27.57,1082.69,24.25,2.86,1.52
2020-06-08,10360.2,21187.35,14894.6,2881.45,6610.55,14140.55,3002.6,9939.1,10167.45,25.81,1266.5,23.97,2.89,1.5
2020-06-05,10334.85,21034.5,14627.45,2879.05,6628.75,13925.4,3002.45,10081.3,10142.15,24.52,1047.8,23.91,2.89,1.5
2020-06-04,10110.85,20390.45,14627.45,2802.35,6511.35,13704.6,2948.8,10077.85,10029.1,25.81,1026.6,23.42,2.85,1.52
2020-06-03,10384.5,20940.7,14361.7,2791.7,6498.65,13519.55,2922.95,9864.05,10061.55,25.66,1015.4,23.5,2.86,1.51
2020-06-02,10187.95,20530.2,14422.4,2788.3,6471.3,13479.9,2912.45,9833.6,9979.1,26.84,910.0,23.31,2.84,1.53
2020-06-01,9873.5,19959.9,14307.1,2776.95,6419.5,13345.6,2885.9,9802.1,9826.15,28.23,925.3,22.96,2.8,1.55
2020-05-29,9527.05,19297.25,14010.5,2726.9,6218.8,13060.5,2845.15,9768.6,9580.3,27.51,1068.8,22.38,2.73,1.59
2020-05-28,9426.65,19169.8,14028.6,2675.7,6112.3,12845.0,2815.1,9464.5,9490.1,28.59,1063.7,22.17,2.7,1.61
2020-05-27,9181.5,18710.55,13952.9,2634.1,5896.95,12715.95,2759.75,9463.7,9314.95,27.62,1049.1,21.77,2.65,1.64
2020-05-26,8673.65,17440.35,13574.95,2593.75,5854.3,12519.55,2724.45,9483.5,9029.05,28.01,1064.2,21.1,2.57,1.69
2020-05-22,8651.7,17278.9,13842.65,2550.0,5767.0,12463.55,2720.15,9600.65,9039.25,28.16,1076.6,20.97,2.57,1.69
2020-05-21,8924.35,17735.1,13647.9,2545.5,5749.9,12502.6,2725.45,9520.55,9106.25,29.53,1066.4,21.14,2.59,1.67
2020-05-20,8983.5,17840.2,13517.35,2530.6,5603.8,12508.5,2721.55,9456.8,9066.55,27.99,1083.6,21.16,2.58,1.68
2020-05-19,8715.25,17486.25,13446.6,2472.95,5486.15,12247.7,2671.2,9084.6,8879.1,30.53,1074.9,20.39,2.53,1.72
2020-05-18,8675.4,17573.2,13314.4,2453.85,5430.05,12214.55,2624.9,9092.65,8823.25,29.3,1076.8,20.26,2.51,1.73
2020-05-15,9291.6,18833.95,13196.35,2555.85,5745.7,12615.45,2729.0,9093.0,9136.85,31.89,1072.2,20.98,2.6,1.67
2020-05-14,9355.65,19068.5,13293.7,2536.2,5804.05,12485.95,2706.85,9172.2,9142.75,32.61,1069.9,21.0,2.6,1.67
2020-05-13,9679.6,19634.95,13776.95,2587.9,5844.6,12911.45,2762.3,9147.75,9383.55,35.28,1054.1,21.51,2.67,1.62
2020-05-12,9365.85,18862.85,13687.75,2523.45,5708.95,12664.4,2700.8,9246.65,9196.55,33.04,1092.0900000000001,21.11,2.62,1.65
2020-05-11,9386.05,18950.5,13593.55,2528.05,5679.7,12920.15,2726.55,9307.3,9239.2,27.57,1179.2,21.21,2.63,1.65
2020-05-08,9559.35,19352.9,13403.6,2510.4,5447.75,12896.7,2697.85,9343.35,9251.5,27.98,1255.0,21.28,2.64,1.64
2020-05-07,9575.75,19491.8,13292.7,2513.85,5519.0,12829.4,2677.4,9148.1,9199.05,31.44,1093.13,21.18,2.62,1.65
2020-05-06,9727.0,19694.55,13394.7,2545.1,5552.4,12912.4,2689.85,9227.15,9270.9,34.12,1040.4,21.34,2.64,1.64
2020-05-05,9483.15,19271.75,13388.0,2535.85,5451.9,12897.9,2670.3,9181.5,9205.6,33.61,1051.0,21.19,2.62,1.65
2020-05-04,9679.95,19743.75,13454.25,2534.1,5476.2,12726.65,2666.6,9364.6,9293.5,35.97,1093.8,21.39,2.65,1.64
2020-04-30,10570.8,21534.5,14108.35,2679.95,5901.4,13154.7,2753.15,9327.1,9859.9,34.15,1045.5,22.35,2.81,1.54
2020-04-29,10292.9,21090.2,13424.95,2548.55,5543.75,12611.55,2664.35,9385.45,9553.35,31.23,1054.0,21.65,2.72,1.59
2020-04-28,9951.2,20671.1,13133.65,2517.6,5447.1,12547.7,2632.55,9386.2,9380.9,33.57,1053.7,21.0,2.67,1.62
2020-04-27,9627.6,20081.15,13121.15,2516.95,5433.2,12581.95,2635.2,9602.05,9282.3,33.29,1069.1,20.77,2.65,1.64
2020-04-24,9431.85,19586.65,12816.2,2484.9,5377.25,12500.8,2614.95,9518.45,9154.4,35.93,1072.7,20.48,2.61,1.66
2020-04-23,9808.95,20267.95,13128.2,2525.05,5464.75,12438.7,2619.1,9388.9,9313.9,41.38,1079.8,20.84,2.65,1.63
2020-04-22,9569.2,19701.85,12571.3,2528.1,5426.85,12485.8,2627.35,9377.0,9187.3,41.98,1072.5,20.56,2.62,1.66
2020-04-21,9468.8,19409.35,12408.85,2481.4,5294.05,12090.55,2565.25,9381.65,8981.45,45.41,1056.7,20.1,2.56,1.69
2020-04-20,9930.65,20522.65,12847.65,2560.3,5591.0,12402.05,2618.55,9149.2,9261.85,43.83,1055.2,20.75,2.64,1.64
2020-04-17,9905.55,20681.45,12649.25,2573.4,5668.9,12281.15,2624.9,9157.75,9266.75,38.15,1056.9,20.85,2.64,1.64
2020-04-16,9392.6,19400.0,12463.6,2536.9,5394.15,11978.75,2573.85,9199.3,8992.8,40.11,1086.9,20.25,2.56,1.69
2020-04-15,9239.35,19057.05,12702.6,2493.65,5333.0,11721.9,2538.3,9038.8,8925.3,40.84,1074.1,20.11,2.54,1.7
2020-04-13,9500.65,19488.0,12603.1,2460.0,5432.1,11830.65,2543.1,9044.35,8993.85,41.17,1048.1,20.27,2.56,1.69
2020-04-09,9803.0,19913.6,12728.55,2436.6,5568.45,11987.0,2520.15,8800.45,9111.9,41.67,1151.9,20.53,2.6,1.67
2020-04-08,9243.45,18946.45,12491.55,2355.9,5043.6,11685.15,2439.4,8412.2,8748.75,43.35,1213.6,19.72,2.49,1.74
2020-04-07,9278.3,19062.5,12588.95,2365.1,4951.55,11667.75,2444.05,8124.85,8792.2,46.7,1085.15,19.81,2.51,1.73
2020-04-03,8562.1,17249.3,11680.05,2198.0,4517.75,10888.4,2280.45,7361.6,8083.8,46.8,983.0,18.22,2.3,1.88
2020-04-01,8942.55,18208.35,12045.85,2227.45,4657.55,10771.9,2283.6,7026.7,8253.8,57.06,1017.5,18.6,2.35,1.84
2020-03-31,9317.3,19144.0,12763.65,2295.05,4731.3,11124.15,2360.5,7176.5,8597.75,53.54,995.2,19.38,2.45,1.77
