Wall time,Step,Value
1707039973.4429364,91,34.130950927734375
1707039987.3163388,92,35.801841735839844
1707040001.2901495,93,37.648983001708984
1707040015.198084,94,32.53306579589844
1707040029.189142,95,33.2988166809082
1707040042.989641,96,35.27751922607422
1707040056.974993,97,34.81813049316406
1707040070.8097863,98,31.549570083618164
1707040084.7700782,99,35.8035888671875
1707040098.6195617,100,34.17803955078125
1707040112.6042016,101,39.15333557128906
1707040126.5138938,102,38.33811950683594
1707040140.4196446,103,32.961097717285156
1707040154.4832256,104,35.07809829711914
1707040168.3752792,105,36.86079406738281
1707040182.3494713,106,39.478214263916016
1707040196.2503948,107,33.82655334472656
1707040210.1911955,108,35.93817901611328
1707040224.0313926,109,35.97512435913086
1707040238.0232203,110,35.17586135864258
1707040251.7897608,111,32.514102935791016
1707040265.6515956,112,40.42438507080078
1707040279.4375157,113,33.501304626464844
1707040293.2710733,114,35.28887939453125
1707040307.1665509,115,34.922943115234375
1707040321.0116432,116,39.91967010498047
1707040335.0592465,117,36.1578483581543
1707040348.8567529,118,36.68913269042969
1707040362.796729,119,35.330223083496094
1707040376.725837,120,36.48040771484375
1707040390.7863789,121,36.85335159301758
1707040404.8397279,122,36.36749267578125
1707040418.9852612,123,33.065696716308594
1707040432.8967478,124,37.37666702270508
1707040446.9637158,125,35.98604202270508
1707040460.925704,126,36.32465744018555
1707040474.9909182,127,40.11528015136719
1707040488.9692118,128,33.00969314575195
1707040503.095336,129,34.5417594909668
1707040517.1072156,130,36.493743896484375
1707040531.0829995,131,37.75737380981445
1707040545.1326377,132,37.174530029296875
1707040559.1466472,133,37.48832321166992
1707040573.2235622,134,35.873661041259766
1707040587.2019174,135,41.85079574584961
1707040601.3147433,136,35.74088668823242
1707040615.287844,137,38.65913009643555
1707040629.4842074,138,36.04689025878906
1707040643.8522596,139,36.362030029296875
1707040659.0904253,140,31.82794952392578
1707040673.2702138,141,35.34569549560547
1707040687.5815024,142,36.500118255615234
1707040701.652606,143,35.80767822265625
1707040715.8661149,144,35.77216339111328
1707040729.9981697,145,33.855430603027344
1707040744.2254987,146,31.005695343017578
1707040758.3069868,147,34.03366470336914
1707040772.4600902,148,33.800018310546875
1707040786.5316577,149,38.17369079589844
1707040800.573104,150,36.58625793457031
1707040814.7977903,151,34.686283111572266
1707040828.8573859,152,37.41059494018555
1707040843.014231,153,38.699249267578125
1707040857.0243192,154,38.7815055847168
1707040871.104709,155,38.19220733642578
1707040885.1249084,156,38.19191360473633
1707040899.2841196,157,38.137367248535156
1707040913.3141632,158,34.40550994873047
1707040927.4193528,159,33.9218635559082
1707040941.4367073,160,35.623783111572266
1707040955.5531552,161,38.075504302978516
1707040969.6221232,162,35.28728485107422
1707040983.7306747,163,37.87917709350586
1707040997.7034752,164,32.57622146606445
1707041011.7395136,165,32.979698181152344
1707041025.7831907,166,30.86518096923828
1707041039.7684958,167,32.484127044677734
1707041053.8675194,168,38.038516998291016
1707041067.8630147,169,33.502933502197266
1707041081.9534774,170,35.515018463134766
1707041096.0059872,171,38.53998565673828
1707041110.0605586,172,33.61954879760742
1707041124.021465,173,32.58197784423828
1707041138.10613,174,35.80415725708008
1707041152.1048126,175,36.39509582519531
1707041166.3002195,176,34.59967803955078
1707041180.3619838,177,36.81319046020508
1707041194.5506718,178,36.80158233642578
1707041208.639002,179,38.27485656738281
1707041222.8449557,180,35.58241653442383
1707041236.9198954,181,36.58116912841797
1707041250.9541183,182,36.287330627441406
1707041265.0734277,183,33.04705810546875
1707041279.127892,184,35.07579040527344
1707041293.227023,185,32.3370361328125
1707041307.2522454,186,36.817848205566406
1707041321.434148,187,34.11537170410156
1707041335.4805725,188,33.69652557373047
1707041349.6525838,189,35.11948013305664
1707041363.69922,190,35.98539733886719
1707041377.8258293,191,32.02390670776367
1707041391.8498168,192,40.37635040283203
1707041406.0233703,193,32.26610565185547
1707041420.084231,194,33.39118957519531
1707041434.2719183,195,36.01127624511719
1707041448.4059148,196,33.37602233886719
1707041462.678419,197,33.38837432861328
1707041476.8090832,198,34.359519958496094
1707041490.88776,199,33.44269943237305
1707041505.0933669,200,35.91233444213867
1707041519.1874375,201,32.2958984375
1707041533.3213465,202,35.74531173706055
1707041547.361099,203,35.077396392822266
1707041561.4631672,204,37.083984375
1707041575.5407674,205,34.12135314941406
1707041589.7740598,206,32.652069091796875
1707041603.8177505,207,33.722660064697266
1707041617.9678402,208,35.36927795410156
1707041631.9732888,209,41.438209533691406
1707041646.1167219,210,35.22575378417969
1707041660.200937,211,33.04050827026367
1707041674.3353546,212,34.710086822509766
1707041688.333806,213,32.246788024902344
1707041702.5378897,214,39.236717224121094
1707041716.5957873,215,31.751188278198242
1707041730.6663165,216,36.43712615966797
1707041744.803961,217,36.6741828918457
1707041758.8518505,218,32.860599517822266
1707041772.996438,219,34.49671936035156
1707041786.9847112,220,34.66846466064453
1707041801.0786026,221,34.88996887207031
1707041815.0755496,222,34.337806701660156
1707041829.262562,223,35.835697174072266
1707041843.464661,224,32.77761459350586
1707041858.4682622,225,33.31433868408203
1707041873.364945,226,35.7763557434082
1707041887.4749591,227,34.83682632446289
1707041901.48763,228,36.74131774902344
1707041915.6467662,229,34.740116119384766
1707041929.66156,230,32.145259857177734
1707041943.75206,231,34.40277099609375
1707041957.7324858,232,34.14717483520508
1707041971.7259867,233,33.22158432006836
1707041985.828654,234,36.47578811645508
1707041999.7878828,235,31.93976593017578
1707042013.9269156,236,33.50715255737305
1707042027.9211257,237,34.914825439453125
1707042042.01856,238,36.65837860107422
1707042056.00072,239,36.526268005371094
1707042070.0444875,240,37.71168899536133
1707042084.3858292,241,31.285743713378906
1707042099.5322807,242,37.215885162353516
1707042113.547164,243,36.2000732421875
1707042127.6036553,244,37.30874252319336
1707042142.3133287,245,30.242599487304688
1707042156.408881,246,35.35905838012695
1707042170.3890262,247,33.31297302246094
1707042184.4700897,248,35.72317123413086
1707042198.4098122,249,38.18727111816406
1707042212.4206142,250,34.55318069458008
1707042226.3525212,251,31.876466751098633
1707042240.2632506,252,36.31072235107422
1707042254.313726,253,34.546817779541016
1707042268.2615466,254,36.77882385253906
1707042282.320364,255,36.05470657348633
1707042296.2628658,256,35.546817779541016
1707042310.3214955,257,35.09284973144531
1707042324.285376,258,34.41609573364258
1707042338.3065286,259,31.922433853149414
1707042352.2485032,260,37.370872497558594
1707042366.2995443,261,37.962371826171875
1707042380.245868,262,36.53853225708008
1707042394.3091714,263,36.40060806274414
1707042408.6219695,264,34.797367095947266
1707042422.649002,265,37.79942321777344
1707042436.6199644,266,33.93622589111328
1707042450.5310557,267,35.844512939453125
1707042464.5813184,268,35.02091598510742
1707042478.5644944,269,37.92595672607422
1707042492.6638405,270,33.51695251464844
1707042506.6330404,271,38.1038818359375
1707042520.7107759,272,32.19614791870117
1707042534.5936043,273,36.44134521484375
1707042548.6293411,274,32.97626876831055
1707042562.5314336,275,36.99575424194336
1707042576.5624986,276,37.08085250854492
1707042590.4671986,277,38.45738220214844
1707042604.5876203,278,35.98827362060547
1707042618.6011791,279,32.28165054321289
1707042632.6292148,280,32.855960845947266
1707042646.5374312,281,36.40432357788086
1707042660.4708452,282,39.18041229248047
1707042674.698096,283,38.79156494140625
1707042688.712497,284,40.41167068481445
1707042702.6661613,285,40.631935119628906
1707042716.5783703,286,30.73273277282715
1707042730.6226342,287,30.468496322631836
1707042744.5637474,288,34.708309173583984
1707042758.6384556,289,38.1822395324707
1707042773.2573187,290,34.304443359375
1707042788.0813534,291,36.20185852050781
1707042802.8081958,292,34.401939392089844
1707042818.4416513,293,34.97809982299805
1707042832.693436,294,35.105010986328125
1707042847.3389072,295,36.42182922363281
1707042861.2973032,296,34.55398178100586
1707042875.3573847,297,34.227195739746094
1707042889.271823,298,34.76687240600586
1707042903.3303092,299,39.17786407470703
