HINDUNILVR_Close,ICICIBANK_Close,LT_Close,BHARTIARTL_Close,INFY_Close,ITC_Close,HDFCBANK_Close,SBIN_Close,RELIANCE_Close,TCS_Close
2589.5,700.0,3058.7,793.85,14072.8,1931.5,1464.5,1704.0,3916.2,1522.0
2660.5,756.15,3220.8,810.1,14616.8,1967.0,1498.3,1749.25,4058.4,1589.6
2666.0,748.7,3243.6,807.25,14263.6,1937.0,1507.8,1765.15,4174.0,1544.8
2675.0,722.2,3135.6,802.15,14212.0,1907.5,1493.15,1745.3,4046.8,1559.4
2728.5,729.85,3147.5,824.25,14361.6,1913.0,1502.5,1779.55,4117.6,1571.8
2701.0,733.5,3134.1,803.1,14373.2,1917.0,1500.5,1759.45,4022.7,1560.0
2731.5,754.95,3215.1,819.05,14441.2,1917.0,1515.75,1809.65,4055.3,1563.8
2749.0,679.7,2928.3,782.95,14089.6,1977.0,1423.95,1653.5,3786.3,1522.8
2734.5,694.85,3000.3,812.35,13903.2,2112.0,1427.3,1636.35,3710.9,1556.6
2703.0,653.1,2828.8,792.55,13651.2,2094.5,1375.3,1580.7,3659.3,1524.6
2657.5,635.4,2778.0,795.7,13420.4,2134.0,1399.9,1604.05,3706.8,1552.6
2673.5,628.85,2713.1,777.65,13769.2,2106.0,1378.85,1543.65,3550.3,1580.6
2638.5,632.95,2660.2,766.35,14160.8,2108.5,1373.8,1546.55,3501.9,1590.0
2694.5,679.5,2735.2,773.3,14494.4,2124.0,1362.55,1582.6,3628.1,1627.8
2705.5,696.4,2861.3,780.3,14333.2,2172.5,1381.75,1637.0,3752.6,1692.6
2662.0,693.85,2758.2,784.85,14360.8,2173.5,1390.45,1604.2,3870.8,1679.2
2667.5,742.85,2838.9,826.25,14930.4,2292.5,1436.65,1673.95,3874.1,1736.4
2670.0,784.75,2915.8,849.05,15771.2,2254.5,1473.75,1722.95,4066.6,2002.2
2697.0,772.7,2945.1,837.9,15545.2,2196.5,1460.9,1711.55,4037.3,1910.4
2693.0,759.55,2897.4,823.0,15358.4,2180.0,1445.15,1693.9,3951.4,1865.2
2767.5,775.75,2979.6,814.1,15670.0,2297.5,1459.05,1727.15,4083.1,1902.6
2826.5,767.55,2999.2,831.9,16029.2,2322.0,1449.95,1698.6,4033.7,1928.0
2996.5,757.9,3000.6,847.0,16223.2,2388.5,1433.4,1711.3,3881.3,1921.2
2766.5,740.35,2987.7,859.1,15976.4,2410.0,1424.45,1681.75,3815.2,1922.6
2683.5,732.75,2932.1,849.4,15877.6,2377.0,1418.7,1656.75,3860.8,1999.2
2814.0,757.2,2985.7,848.0,16111.6,2427.0,1464.35,1722.8,3800.6,2132.4
2915.0,758.5,3012.7,820.2,16514.8,2492.0,1499.1,1811.65,3910.8,2103.8
2851.0,773.75,3039.5,820.9,16611.6,2481.5,1493.45,1847.05,4034.0,2126.6
2940.0,763.55,3038.7,801.6,16350.0,2465.0,1469.05,1857.45,4079.5,2120.6
2904.0,773.4,3032.4,802.9,16788.8,2437.5,1447.85,1843.55,4152.8,2116.0
2786.5,766.15,2974.1,798.6,16467.2,2341.0,1413.6,1796.65,4093.6,2069.6
2696.0,738.1,2932.8,767.8,16317.2,2296.0,1390.2,1743.3,3995.5,2036.4
2606.5,718.7,2872.3,746.0,16701.6,2243.5,1375.35,1710.95,3976.2,2156.2
2631.5,717.1,2889.4,764.9,16677.6,2257.0,1379.15,1729.25,4000.8,2167.6
2567.5,710.15,2844.2,811.0,16342.4,2278.5,1406.25,1702.75,3981.4,2078.6
2634.0,757.2,2990.9,826.2,16510.4,2393.5,1424.55,1797.6,4048.6,2107.0
2569.0,744.85,2972.9,817.5,16338.8,2349.5,1427.3,1800.75,4072.9,2086.0
2484.0,704.95,2825.8,797.5,15860.0,2225.5,1406.2,1713.45,3883.9,2040.6
2586.0,720.05,2957.0,822.1,15786.8,2247.0,1440.9,1734.45,3882.4,2035.4
2569.0,716.55,2964.0,810.9,15612.0,2228.5,1449.75,1691.1,3771.7,1992.2
2566.0,719.55,2965.9,800.1,15923.6,2251.5,1480.05,1753.15,3796.8,2004.0
2607.5,745.4,2966.6,823.4,16264.8,2289.5,1465.95,1775.85,3857.6,2037.0
2689.5,767.95,3100.6,828.6,16607.2,2399.5,1484.65,1790.2,3948.6,2086.2
2695.0,759.2,3147.0,816.1,16760.0,2405.0,1486.95,1747.6,4051.3,2113.2
2631.0,761.9,3150.9,810.8,17437.2,2390.0,1460.6,1739.7,4080.3,2194.0
2564.0,750.55,3200.9,833.0,17534.4,2399.0,1457.0,1753.8,4084.7,2191.0
2603.5,763.6,3236.7,870.4,17525.2,2366.0,1457.75,1781.75,4148.2,2163.2
2599.5,751.15,3134.9,849.2,17049.2,2309.5,1471.0,1742.9,4010.2,2108.2
2624.5,744.8,3101.1,844.5,17159.2,2301.5,1446.1,1733.2,3961.7,2107.6
2671.5,736.1,3064.4,825.2,17318.8,2280.5,1438.75,1734.4,3942.3,2138.4
2676.5,735.95,3029.5,809.9,17497.6,2268.0,1435.4,1747.0,3861.6,2134.6
2730.5,743.9,3134.8,810.0,17608.4,2332.5,1454.25,1762.45,3962.3,2127.6
2740.0,788.85,3196.8,841.2,17793.6,2310.5,1467.4,1813.35,4005.7,2203.8
2662.5,789.95,3235.3,848.0,17630.4,2286.5,1456.85,1894.05,4151.2,2218.6
2654.5,792.9,3204.1,818.7,17517.6,2270.0,1475.45,1894.75,4336.9,2241.8
2621.0,816.6,3201.9,833.0,17922.4,2290.5,1485.55,1881.55,4294.9,2226.2
2561.0,835.15,3255.9,842.4,18139.2,2271.0,1491.25,1920.5,4281.7,2241.4
2599.0,824.6,3209.7,838.6,18001.2,2239.0,1493.8,1956.45,4279.0,2236.4
2596.0,844.4,3259.0,831.2,18164.4,2290.5,1514.25,2008.05,4361.8,2287.6
2570.0,864.5,3262.1,839.8,18560.4,2310.5,1516.8,2086.7,4368.0,2282.0
2612.0,872.3,3291.2,865.6,18895.2,2288.0,1534.9,2101.8,4172.3,2331.8
2616.5,841.2,3310.2,885.9,18914.0,2269.0,1524.45,2147.8,4205.1,2336.0
2646.5,852.5,3337.2,857.1,19281.2,2333.5,1546.35,2170.75,4195.9,2410.6
2584.5,845.2,3270.2,827.0,18935.6,2305.0,1569.6,2141.65,4203.4,2363.6
2599.5,860.45,3316.7,838.6,18275.6,2325.5,1623.8,2167.3,4201.9,2410.2
2595.0,839.0,3292.7,829.1,17924.0,2350.0,1608.55,2138.5,4270.0,2349.6
2632.5,866.35,3299.1,838.2,18362.8,2342.5,1611.35,2092.0,4342.1,2441.6
2626.0,907.6,3378.4,837.5,18451.2,2330.5,1650.5,2194.95,4403.3,2484.0
2654.0,926.6,3330.4,870.2,18694.0,2325.5,1644.3,2210.75,4348.7,2519.4
2670.5,912.4,3309.0,800.5,18584.8,2385.5,1634.05,2133.15,4278.2,2461.2
2817.5,938.2,3361.2,718.7,18498.8,2475.5,1659.65,2158.65,4268.2,2456.8
2802.0,918.4,3354.5,717.5,18022.0,2449.5,1677.7,2101.7,4202.6,2366.8
2874.5,922.95,3301.6,667.9,17686.4,2507.5,1687.35,2115.95,4239.3,2285.6
2869.0,901.8,3266.6,686.6,17420.8,2496.5,1675.65,2067.55,4199.5,2247.0
2906.0,920.2,3314.0,702.5,17915.2,2583.5,1702.25,2172.7,4338.1,2319.4
2938.5,921.0,3380.1,680.3,18046.8,2587.0,1702.2,2272.45,4368.4,2371.8
2892.0,935.95,3385.7,650.2,17739.2,2564.0,1722.3,2328.7,4343.0,2327.2
2865.5,959.1,3390.4,652.4,17519.6,2524.0,1719.65,2446.35,4437.5,2393.2
2852.5,948.15,3380.5,665.7,17547.2,2505.0,1703.15,2462.45,4450.4,2435.2
2802.5,944.45,3347.6,657.3,17506.8,2504.5,1691.3,2470.85,4369.1,2484.2
2736.5,929.1,3346.3,665.4,17732.8,2437.0,1661.1,2386.1,4364.4,2531.2
2783.0,891.4,3219.6,674.1,17705.2,2478.5,1666.0,2324.75,4270.4,2503.4
2806.5,903.7,3140.8,662.1,18080.0,2602.0,1691.9,2354.55,4094.7,2559.2
2778.5,890.85,3160.3,661.3,18191.2,2647.0,1692.9,2305.5,4030.7,2578.2
2804.0,834.45,3114.1,613.9,17940.8,2606.0,1670.1,2202.75,3982.0,2571.0
2798.0,809.45,3182.3,634.2,18053.6,2591.0,1619.55,2212.95,4068.3,2571.4
2831.0,771.75,3144.2,623.6,17666.8,2593.0,1613.2,2196.25,3998.8,2536.2
2835.0,790.8,3136.0,585.7,17649.6,2548.0,1620.7,2191.05,3862.3,2513.2
2731.0,786.3,3052.0,600.8,17144.4,2485.5,1600.5,2103.0,3637.1,2424.2
2779.5,827.75,3093.3,611.2,17897.2,2546.0,1623.95,2171.3,3841.4,2502.8
2797.0,844.65,3084.6,638.6,17773.2,2521.5,1623.35,2139.25,3882.3,2498.0
2726.0,848.55,3159.1,640.1,17748.8,2488.5,1640.0,2205.0,3915.0,2488.6
2714.0,888.5,3202.9,615.1,17856.8,2590.5,1707.45,2318.2,4048.8,2491.0
2638.5,896.55,3194.9,586.8,17743.6,2574.5,1703.45,2368.9,4109.0,2506.6
2657.5,924.5,3278.1,599.9,18454.0,2568.5,1735.85,2378.25,4228.0,2581.0
2644.0,892.6,3280.8,597.9,18611.2,2529.5,1716.55,2293.65,4202.5,2621.4
2698.0,908.95,3288.8,604.2,18877.6,2545.0,1722.25,2299.9,4239.0,2680.6
2743.0,919.3,3305.9,605.5,18815.6,2556.0,1723.6,2345.5,4307.2,2663.0
2766.0,920.55,3312.6,593.8,19186.4,2546.5,1749.65,2350.75,4264.7,2761.8
2767.5,905.5,3255.7,592.0,19466.4,2587.5,1749.6,2327.8,4200.1,2747.6
2755.0,886.45,3229.5,586.8,19279.6,2566.5,1719.55,2281.35,4167.6,2719.6
2766.0,897.0,3267.5,577.5,19413.6,2599.0,1754.0,2334.95,4246.6,2772.6
2808.5,917.25,3271.0,550.5,19255.6,2688.0,1765.45,2320.0,4389.9,2776.4
2799.0,909.35,3298.6,565.0,19477.6,2638.0,1776.9,2305.55,4354.4,2796.2
2842.5,901.85,3301.6,563.5,19508.4,2689.0,1802.7,2322.1,4389.4,2811.2
2867.0,865.5,3262.2,560.9,19147.6,2613.0,1761.2,2254.65,4255.0,2751.6
2843.0,850.9,3178.9,567.3,18622.8,2563.0,1750.35,2242.9,4183.8,2681.8
2852.0,867.85,3229.2,599.1,19034.8,2571.0,1766.25,2239.55,4254.0,2753.6
2786.5,887.2,3258.4,609.1,19166.0,2580.5,1789.7,2291.6,4392.0,2743.0
2748.0,893.55,3253.2,609.5,19163.2,2570.0,1807.1,2308.95,4401.8,2737.2
2706.5,884.25,3248.9,613.6,19015.6,2554.5,1806.95,2354.55,4398.6,2760.2
2719.5,871.45,3245.8,620.2,19068.8,2567.0,1789.55,2328.05,4353.6,2780.8
2717.5,860.7,3274.5,632.8,19124.8,2548.0,1797.35,2321.75,4220.0,2797.6
2770.0,872.45,3312.8,657.1,19572.0,2586.0,1833.25,2307.3,4321.4,2793.2
2767.0,855.3,3313.6,662.4,19652.4,2565.5,1804.35,2293.9,4287.4,2826.8
2730.5,875.95,3375.3,684.8,19623.6,2542.0,1785.1,2296.95,4287.2,2822.6
2729.5,864.5,3381.3,663.1,19686.0,2527.5,1785.15,2266.45,4285.0,2824.4
2675.5,850.7,3399.9,639.1,19990.0,2507.0,1757.3,2246.9,4271.8,2820.4
2663.5,825.65,3363.8,633.7,20048.4,2514.5,1700.8,2180.5,4206.4,2803.8
2638.0,822.6,3366.1,651.0,20359.2,2494.0,1693.35,2152.6,4188.6,2852.6
2688.0,825.8,3319.8,648.6,20472.0,2492.5,1671.5,2166.2,4139.8,2891.0
2633.5,809.35,3300.1,635.7,20207.6,2470.0,1664.1,2145.35,4030.6,2910.0
2621.0,810.9,3220.1,620.2,20080.8,2448.0,1652.75,2145.75,4067.8,2936.2
2613.0,825.7,3233.8,643.9,20019.2,2462.5,1646.55,2165.95,4076.8,2896.2
2643.0,862.6,3344.0,652.5,20670.0,2536.0,1690.35,2210.0,4264.8,2986.2
2656.5,864.9,3364.3,642.3,20734.4,2558.5,1710.65,2219.05,4305.2,2997.2
2650.0,880.2,3367.0,651.9,20617.2,2562.0,1696.95,2220.1,4321.0,2965.6
2661.0,879.8,3327.0,651.4,20640.0,2507.0,1692.5,2224.3,4304.2,2971.0
2648.0,877.0,3355.2,659.5,20808.8,2508.0,1702.25,2269.0,4362.2,3001.0
2647.0,879.7,3382.8,650.4,20900.8,2536.5,1705.7,2291.2,4302.0,3006.6
2638.5,888.05,3388.8,660.7,20970.8,2561.5,1707.2,2292.05,4282.8,3007.4
2653.5,894.85,3351.3,653.7,20664.8,2567.5,1708.35,2305.8,4352.0,2939.4
2648.0,886.4,3335.2,658.8,20200.4,2559.5,1712.8,2292.9,4424.2,2857.6
2659.5,873.95,3356.3,650.1,19713.6,2565.0,1715.05,2286.05,4412.6,2799.2
2661.0,869.4,3354.6,657.9,19917.2,2566.0,1708.15,2267.2,4326.0,2856.8
2621.5,842.75,3358.5,644.5,20695.6,2500.5,1695.2,2203.2,4337.4,3000.2
2625.0,840.65,3346.4,636.8,21468.0,2489.5,1689.3,2175.9,4354.4,3154.2
2560.5,835.3,3336.8,636.1,21518.0,2481.5,1683.8,2157.35,4486.8,3119.4
2564.0,842.45,3302.4,634.8,21406.4,2527.5,1694.15,2143.35,4443.0,3165.6
2573.0,863.35,3309.5,641.4,21493.2,2505.5,1766.65,2156.4,4398.0,3208.8
2554.5,865.5,3285.0,641.1,21087.2,2499.0,1779.2,2173.1,4340.0,3122.8
2578.0,877.95,3271.9,663.0,21261.6,2471.0,1756.1,2159.85,4310.0,3117.6
2567.5,852.7,3048.2,644.8,21001.6,2445.0,1711.65,2124.1,4216.2,3082.6
2579.5,840.7,2943.4,644.3,20604.8,2491.0,1677.1,2087.35,4215.4,3031.4
2639.5,830.8,2980.9,661.8,20338.4,2551.0,1656.7,2091.6,4168.2,3024.8
2593.5,787.3,2916.1,645.8,20018.0,2559.0,1597.2,1987.65,4110.2,2973.2
2553.0,788.05,2863.0,627.3,19934.0,2542.5,1593.25,2003.25,4148.6,2967.0
2423.0,830.35,2847.7,612.8,19804.0,2501.5,1631.05,2056.6,4184.8,2944.8
2372.5,835.8,2834.5,622.4,19610.0,2465.0,1599.75,2021.25,4181.6,2984.6
2365.0,819.0,2792.8,615.3,19519.6,2444.0,1579.1,1978.35,4109.2,2953.6
2364.5,839.45,2900.3,618.0,19785.6,2526.0,1622.75,1998.8,4135.8,3011.8
2310.5,828.8,2889.6,608.2,19432.4,2533.5,1616.75,1947.9,4076.6,2954.8
2290.5,798.15,2848.0,600.1,18821.6,2483.5,1573.35,1897.8,3926.8,2894.0
2310.0,801.3,2859.8,600.8,19035.6,2480.5,1575.8,1912.45,3975.0,2918.8
2365.0,805.35,2888.9,616.7,19228.8,2453.5,1567.4,1936.55,3977.4,2896.6
2326.0,812.4,2923.7,626.3,19790.4,2439.0,1571.65,1950.3,3973.0,2940.6
2301.0,799.8,2872.4,630.6,19735.6,2439.0,1593.55,1911.85,3940.4,2929.2
2334.0,826.05,2896.2,629.0,19987.6,2471.5,1598.0,1917.65,4060.6,2970.8
2297.5,817.35,2866.1,571.2,19989.2,2493.5,1613.8,1895.0,4040.0,2984.6
2371.5,832.45,2891.4,543.2,20331.6,2501.5,1606.4,1920.6,4071.0,3032.6
2405.5,840.95,2948.6,558.3,20149.2,2517.5,1655.95,1956.85,4130.2,3034.6
2425.0,840.05,2952.5,563.8,20269.2,2482.5,1683.75,1942.4,3991.2,3035.2
2410.0,833.55,2956.9,557.6,20259.2,2485.0,1693.9,1905.3,3932.8,3002.2
2461.5,831.6,2983.1,553.8,20546.8,2476.0,1696.6,1916.35,3911.8,3029.0
2449.0,847.75,2979.2,560.2,20650.4,2492.5,1701.0,1911.9,3901.4,3048.4
2421.5,841.15,3002.3,551.9,20610.4,2476.5,1700.5,1921.25,3915.2,3061.4
2352.0,851.6,3071.2,552.5,20938.8,2476.0,1691.05,1913.65,3852.4,3065.0
2362.0,872.15,3128.6,558.7,20815.6,2322.5,1704.8,1974.3,3915.8,3047.2
2344.5,897.15,3170.8,580.4,21128.0,2419.5,1744.95,1986.65,3932.8,3052.8
2391.0,908.35,3156.3,583.9,21330.0,2437.0,1776.65,2022.4,4099.2,3075.0
2434.5,898.4,3178.1,587.2,20990.4,2460.5,1781.15,2032.7,4056.0,3055.6
2430.0,901.75,3175.0,596.9,21085.6,2447.5,1784.0,2047.2,4039.2,3050.4
2387.5,923.75,3206.4,585.4,21276.4,2512.5,1784.2,2065.95,4016.4,3050.8
2360.5,925.15,3177.8,582.6,21471.6,2510.5,1811.2,2044.6,3961.4,3074.8
2397.5,917.8,3152.3,576.0,21274.0,2542.5,1814.45,2037.25,4035.0,3120.2
2288.0,930.85,3145.2,587.9,21463.6,2556.5,1826.95,2045.75,4065.8,3166.4
2194.0,936.65,3129.5,598.2,21386.0,2584.5,1801.25,2047.9,4086.4,3187.8
2255.5,923.75,3107.6,599.0,21610.0,2593.5,1812.55,2015.1,4112.2,3272.0
2267.0,930.5,3198.4,589.6,21858.8,2598.0,1804.6,2015.85,4271.8,3316.0
2239.0,948.55,3253.9,596.1,21906.4,2628.5,1807.7,2027.3,4278.8,3362.8
2248.5,963.65,3231.6,600.2,22300.8,2612.5,1800.9,2029.65,4307.8,3303.4
2289.5,956.55,3242.6,623.8,22178.8,2613.0,1819.85,2058.45,4368.2,3283.6
2282.5,935.25,3228.7,632.7,22059.2,2616.0,1837.1,2040.95,4295.8,3310.4
2285.0,925.5,3230.3,615.3,22204.0,2609.5,1884.0,2048.55,4365.6,3314.6
2320.0,933.85,3283.1,628.8,22511.6,2647.5,1926.15,2049.55,4365.8,3319.2
2385.0,947.5,3265.8,620.3,22198.8,2644.0,1951.45,2072.85,4401.8,3300.2
2397.0,952.6,3327.9,624.4,21733.2,2692.0,1965.05,2095.05,4373.2,3247.8
2418.5,959.8,3274.6,621.7,21152.8,2688.5,1906.85,2082.55,4352.6,3200.0
2395.5,952.5,3261.7,625.1,20927.6,2630.5,1933.5,2078.2,4297.0,3122.6
2304.0,952.65,3301.4,604.0,21363.6,2640.0,1939.25,2102.6,4368.2,3231.2
2291.0,985.35,3292.7,632.1,21423.6,2648.0,1948.5,2138.25,4503.6,3213.4
2299.0,997.8,3304.1,632.9,21210.0,2662.5,1932.9,2123.55,4492.8,3184.2
2250.0,987.35,3292.0,640.8,21150.0,2694.5,1931.75,2110.9,4518.8,3192.2
2227.0,961.1,3251.8,625.8,21310.0,2677.5,1902.8,2095.9,4426.2,3197.8
2213.5,978.3,3281.5,615.8,21409.6,2692.5,1949.35,2106.1,4498.8,3166.4
2245.0,964.65,3210.8,616.4,21464.8,2714.0,1954.2,2092.0,4509.4,3192.4
2235.5,942.2,3196.5,614.0,22255.2,2686.0,1951.7,2093.95,4483.6,3283.4
2254.5,918.0,3144.0,608.4,22412.8,2627.5,1957.05,2054.05,4362.8,3286.8
2270.0,922.45,3148.0,609.6,22308.8,2691.0,1964.25,2047.7,4337.0,3260.4
2247.5,919.8,3152.7,611.8,22015.2,2648.5,1934.1,2032.45,4247.2,3247.8
2278.0,933.0,3177.8,609.0,21818.4,2632.0,1944.55,2098.35,4252.8,3158.0
2328.5,951.9,3155.6,611.4,21699.6,2624.5,1941.0,2105.8,4216.4,3140.0
2373.5,943.85,3144.6,606.2,21747.2,2642.5,1934.15,2223.1,4303.0,3143.8
2391.0,977.7,3235.2,596.4,21815.6,2669.5,1951.8,2260.6,4352.8,3120.8
2415.0,960.15,3240.0,594.8,21911.6,2674.0,1989.6,2251.55,4285.0,3140.4
2426.5,946.95,3259.1,596.6,21899.6,2695.5,1979.55,2217.8,4245.0,3149.2
2419.5,919.45,3185.3,587.6,21596.0,2699.5,1968.15,2232.2,4069.0,3081.2
2356.0,947.05,3199.1,592.7,21673.2,2671.5,1985.75,2274.0,4140.2,3039.0
2398.0,951.95,3230.1,597.1,21905.2,2658.5,2000.45,2300.7,4134.4,3061.6
2337.5,936.9,3183.8,594.0,21559.2,2649.5,1969.8,2297.15,4095.0,3067.2
2323.5,915.2,3098.7,578.0,21329.2,2623.0,1937.0,2280.1,4084.6,3044.0
2287.5,903.65,3077.7,592.6,21544.0,2621.5,1916.35,2276.2,4082.6,3063.0
2321.5,902.85,3053.8,583.9,21265.2,2590.5,1895.5,2311.6,4031.4,3068.4
2346.0,876.6,3034.7,575.0,20934.8,2591.5,1848.05,2226.15,4131.2,2965.6
2369.5,922.1,3093.6,588.8,21405.6,2618.0,1934.2,2307.85,4317.6,3081.0
2368.5,916.6,3088.5,569.4,21286.0,2595.5,1948.3,2287.85,4271.2,3025.2
2385.0,914.75,3127.8,522.5,21453.6,2650.5,1974.9,2324.2,4331.8,3037.8
2382.0,927.0,3142.0,516.8,21649.2,2665.0,1965.35,2317.75,4287.2,3062.4
2339.0,911.05,3058.7,529.1,21215.2,2681.5,1951.75,2224.25,4174.6,3055.4
2400.5,901.1,3213.8,533.3,20930.8,2661.5,1928.85,2250.75,4066.2,2983.0
2400.5,889.2,3322.1,535.9,21033.6,2686.5,1895.8,2280.0,4082.4,2940.4
2333.5,824.45,3267.2,519.4,20822.8,2592.0,1868.55,2214.15,3994.6,2886.0
2369.5,831.65,3284.2,520.5,20806.0,2624.0,1850.95,2267.5,3999.8,2920.0
2307.0,834.8,3217.1,532.4,20654.0,2713.0,1826.55,2271.2,3982.2,2874.8
2317.0,832.1,3262.8,532.1,20803.2,2680.5,1824.55,2231.2,4090.6,2870.4
2305.5,809.35,3117.0,529.2,20267.2,2605.0,1803.75,2155.1,3942.6,2798.2
2315.5,847.75,3215.5,527.3,20968.4,2691.0,1827.75,2173.6,4032.2,2952.0
2330.0,856.8,3257.7,521.3,21146.8,2759.0,1896.6,2219.4,4089.0,2967.4
2363.5,864.75,3253.1,521.4,21419.6,2832.0,1896.8,2239.4,4146.6,3003.2
2372.0,868.3,3262.7,525.8,21264.0,2832.0,1888.45,2268.8,4182.4,2972.2
2338.0,837.95,3187.2,514.0,20994.8,2830.0,1855.1,2209.65,4042.2,2956.8
2377.5,842.3,3263.1,540.7,21122.0,2813.0,1853.05,2258.25,4044.2,3017.0
2470.5,854.1,3333.5,546.9,21584.0,2855.0,1905.6,2287.3,4123.2,3061.8
2517.0,865.85,3344.0,552.6,21831.6,2908.5,1885.7,2340.75,4124.8,3061.4
2510.5,841.95,3280.4,536.8,21373.2,2877.0,1876.65,2286.75,4031.0,3013.0
2514.0,817.5,3254.8,516.7,21236.0,2897.0,1862.7,2283.8,3985.6,3000.8
2495.5,824.55,3285.5,544.1,20999.6,2776.0,1880.9,2272.5,4028.2,2932.2
2520.0,829.05,3344.8,570.4,21164.4,2800.5,1916.15,2326.85,4061.4,3002.0
2527.5,846.0,3354.1,547.0,21046.0,2815.5,1946.3,2339.9,4185.6,3036.4
2554.5,853.65,3407.8,538.2,21971.2,2861.0,1973.15,2345.0,4254.0,3124.0
2601.5,860.1,3448.9,539.1,21877.6,2917.0,1963.9,2364.2,4264.4,3064.4
2559.0,876.75,3442.4,532.3,22155.2,2909.0,1976.05,2361.7,4231.8,3099.2
2530.0,883.85,3554.0,534.2,22118.8,2939.0,1996.1,2350.85,4285.6,3101.2
2577.5,869.3,3597.0,529.9,22289.6,2949.0,1991.7,2372.6,4217.4,3132.8
2587.5,899.8,3672.7,529.7,22406.4,2991.0,1998.85,2387.8,4262.6,3150.8
2617.5,891.6,3650.3,524.0,22136.8,3018.0,1987.05,2354.55,4255.2,3114.6
2662.0,900.4,3530.1,528.1,22382.0,3028.5,1998.75,2349.55,4234.8,3145.2
2709.0,885.7,3583.3,526.5,22581.6,3057.5,2001.6,2357.55,4208.2,3093.8
2662.5,856.55,3518.2,526.1,22221.6,3014.5,1947.65,2300.8,4251.8,3034.0
2667.5,870.15,3585.8,530.8,22472.0,2976.5,1950.7,2303.65,4360.6,3059.0
2626.5,848.3,3593.6,531.6,22348.4,2963.5,1904.4,2291.15,4269.8,3015.2
2675.5,861.7,3617.9,525.6,22328.0,3054.5,1919.0,2302.0,4359.4,3004.0
2725.0,841.45,3588.3,530.1,22136.4,3030.0,1907.4,2262.25,4305.0,2928.0
2684.0,840.05,3572.0,529.4,21820.0,3025.5,1912.85,2265.05,4275.8,2975.2
2661.5,840.6,3581.7,534.9,21947.6,3021.5,1915.2,2272.5,4273.2,2956.0
2673.5,858.8,3599.4,543.1,22280.8,3029.0,1964.0,2312.8,4295.6,3036.6
2676.0,846.2,3573.7,552.3,22254.0,3020.0,1937.3,2304.1,4214.2,3058.4
2664.5,862.3,3639.8,561.9,22628.0,3031.5,1945.7,2356.8,4228.4,3107.2
2624.0,875.9,3644.3,617.3,22990.4,3003.5,2002.75,2368.9,4230.6,3097.8
2621.5,893.45,3652.3,611.4,23167.2,2999.5,2049.45,2400.7,4225.0,3166.8
2598.0,899.45,3677.7,599.7,22374.0,2991.0,2072.55,2429.1,4297.2,3098.6
2576.0,891.25,3767.7,603.2,21943.2,2985.0,2086.3,2464.5,4281.8,3098.6
2633.5,881.85,3747.7,596.0,22076.8,3001.0,2062.6,2439.85,4293.8,3128.4
2661.5,902.4,3741.2,596.9,22216.0,2983.5,2038.95,2449.0,4251.8,3334.6
2646.0,900.05,3788.6,595.0,22163.6,2913.5,2047.85,2455.25,4224.2,3306.8
2626.5,886.85,3808.0,595.3,22077.2,2914.5,2044.4,2449.0,4211.8,3309.0
2617.5,902.6,3831.1,590.0,22173.2,2923.5,2033.05,2436.75,4233.6,3372.0
2623.0,908.7,3854.6,604.2,22036.0,2977.0,2057.25,2476.25,4236.0,3374.8
2619.5,912.85,3875.7,627.6,22291.6,3016.5,2038.6,2496.8,4241.8,3357.2
2619.5,916.7,3839.9,640.8,22435.6,3027.0,2051.9,2410.15,4212.4,3397.0
2604.0,924.2,3727.3,645.3,22630.4,3042.5,2066.8,2435.15,4214.0,3396.6
2523.5,908.85,3647.3,644.0,22656.8,3073.5,2086.1,2471.3,4085.0,3417.8
2565.0,928.7,3635.9,633.8,22665.2,3101.0,2100.6,2473.05,4040.6,3400.0
2514.5,904.9,3588.6,613.6,22307.2,3087.5,2126.9,2502.9,4038.6,3359.2
2534.5,939.55,3624.6,636.1,22375.6,3128.0,2136.35,2586.35,4058.2,3353.2
2533.5,962.0,3570.3,656.9,22274.4,3088.0,2122.45,2600.55,4111.0,3328.2
2566.5,969.25,3612.0,646.3,22996.0,3106.0,2114.8,2595.15,4064.2,3475.2
2553.0,955.4,3617.4,649.2,22954.0,3116.0,2100.25,2645.7,4028.2,3511.4
2550.5,949.8,3603.0,646.8,22910.4,3175.0,2090.7,2619.35,4000.4,3458.8
2560.5,980.1,3625.8,656.8,22997.2,3179.0,2082.0,2650.85,3974.4,3519.4
2602.0,988.9,3654.7,651.0,22632.4,3145.0,2095.15,2629.65,3951.6,3458.0
2612.5,971.85,3627.0,641.3,22487.2,3099.0,2089.5,2599.6,3933.0,3432.6
2660.0,963.3,3605.2,633.8,22181.6,3059.0,2073.15,2784.4,3890.4,3413.8
2658.0,976.4,3617.4,633.9,22218.0,3125.0,2087.55,2850.25,3916.4,3417.6
2699.0,957.1,3579.8,637.5,22095.2,3165.0,2084.0,2821.4,3907.6,3416.4
2656.5,958.9,3547.1,632.2,22004.0,3191.0,2121.05,2818.45,3882.6,3400.8
2692.5,967.9,3584.2,630.4,22458.0,3250.0,2191.95,2814.7,3858.4,3484.4
2740.5,1013.0,3636.8,629.4,22436.8,3306.0,2230.15,2805.7,3908.8,3488.2
2689.0,994.0,3737.6,620.6,22156.8,3254.0,2231.3,2786.9,3954.6,3475.8
