HINDUNILVR_Close,HINDUNILVR_VWAP,HINDUNILVR_Volume,HINDUNILVR_Turnover,HINDUNILVR_Deliverable Volume,ICICIBANK_Close,ICICIBANK_VWAP,ICICIBANK_Volume,ICICIBANK_Turnover,ICICIBANK_Deliverable Volume,LT_Close,LT_VWAP,LT_Volume,LT_Turnover,LT_Deliverable Volume,BHARTIARTL_Close,BHARTIARTL_VWAP,BHARTIARTL_Volume,BHARTIARTL_Turnover,BHARTIARTL_Deliverable Volume,INFY_Close,INFY_VWAP,INFY_Volume,INFY_Turnover,INFY_Deliverable Volume,ITC_Close,ITC_VWAP,ITC_Volume,ITC_Turnover,ITC_Deliverable Volume,HDFCBANK_Close,HDFCBANK_VWAP,HDFCBANK_Volume,HDFCBANK_Turnover,HDFCBANK_Deliverable Volume,SBIN_Close,SBIN_VWAP,SBIN_Volume,SBIN_Turnover,SBIN_Deliverable Volume,RELIANCE_Close,RELIANCE_VWAP,RELIANCE_Volume,RELIANCE_Turnover,RELIANCE_Deliverable Volume,TCS_Close,TCS_VWAP,TCS_Volume,TCS_Turnover,TCS_Deliverable Volume,Date
1402.5,140.62,15.350068446443192,31.809021981914288,14.964424883219548,352.1,351.25,13.607194040893232,30.98161196504754,12.184516982564457,459.525,918.98,12.666918848241012,31.003107971463407,12.39334857578926,210.85,211.67,14.90749862148509,31.775471664341698,14.367849649128038,7990.8,1963.27,14.013766977770535,33.10905674137917,12.988111725455322,1242.8,1242.81,12.327520070215924,30.96557677409503,11.668526521064573,520.05,515.82,13.06934016652106,30.828017526550656,12.472149241529417,589.0,581.53,14.89152134614232,32.770108778862976,11.86945239795588,1023.1,509.82,15.433455185482114,33.18043390650559,14.470316518503443,1263.25,1259.98,14.349895274080456,33.00166981223186,12.927075722900218,2005-01-17
1426.0,141.72,14.54851238531449,31.01531590369973,14.100984945271549,351.0,352.28,13.040298292771068,30.417661941711128,11.937578632481438,460.2,918.59,12.9741649477364,31.30993240240399,12.63845553098874,214.85,213.57,15.13832210715614,32.0152168882589,14.729703891836202,7861.6,1990.17,13.97867902646591,33.08758120384865,12.79049532524014,1250.05,1255.09,12.657820013738895,31.30570637172801,12.142573583967266,513.55,512.64,13.12237537733233,30.87486641183877,12.690028488393914,584.5,589.89,14.767034447866047,32.65989740789327,11.344909099281333,1021.7,515.17,15.66799817306173,33.425418455158734,14.545606642302422,1263.85,1270.11,13.557915303668905,32.217696838393,12.073757655644918,2005-01-18
1420.5,142.04,14.13174145678421,30.60075023542021,13.621168240455692,351.6,353.88,12.768008596946322,30.149899994061244,11.412806742633592,463.025,923.42,11.887828267495752,30.2288368131367,11.297204299471655,211.95,212.62,13.631126074800148,30.50354132016258,12.770755573798615,7835.8,1968.62,13.530946286781653,32.628961551039104,12.241579740963743,1240.4,1241.53,11.956726279343965,30.59375439580985,11.355183343630648,518.9,518.35,13.020875353960378,30.7844556846365,12.683445927055644,581.2,584.04,14.466489525758671,32.349390956756714,10.957085041369789,1027.4,514.73,14.995423224645386,32.75199720895837,13.765635205190623,1255.4,1263.91,12.999768533544904,31.654661171490904,11.463209872724295,2005-01-19
1421.5,142.07,14.302510797988226,30.77173964611457,13.898122270609218,346.2,344.88,12.899947061590268,30.256072885394545,11.642962007715033,476.35,935.09,12.240275984996671,30.593843289259844,11.32719811504144,201.35,201.91,14.58174740666807,31.402481147061117,13.68196316521175,7859.0,1950.45,13.962804929795038,33.0515462525637,13.048352938955578,1378.85,1337.27,14.885884195940529,33.59719450908163,13.988492805526658,511.35,511.76,13.902428347241376,31.65321166668204,13.737261407571513,576.35,574.48,14.559050427488424,32.42544446899626,12.251652901547471,1023.0,509.48,15.113844910467616,32.86015566111995,13.862371242837538,1243.7,1240.26,13.248158673448636,31.884161905905643,11.85189458179003,2005-01-20
1475.5,145.28,14.954759223926828,31.44637633212759,14.34324934442374,338.55,340.91,12.997573098261304,30.34211924072196,12.13779380477688,458.3,925.32,12.70662669685044,31.0496939372223,11.517246117493563,198.5,199.71,14.777163107748471,31.586942780072047,14.078280893819771,7622.0,1921.69,13.969454930797422,33.04334111092306,13.175424408424409,1346.75,1351.18,13.472133940869488,32.19379584082395,12.801221035208016,491.35,493.63,13.640890468590952,31.355607653439336,13.243752348299113,571.2,569.93,14.362034737825914,32.220481754709674,11.97058446180909,1013.4,512.55,15.718452363119544,33.47076928558332,14.862504938159873,1220.65,1227.82,13.02480346885698,31.650728151961783,11.864645151876772,2005-01-24
1495.0,148.89,14.638480449984606,31.154618911397083,13.839002449978128,343.55,337.05,13.257706877170513,30.59086654885526,12.213341165719832,454.7,913.17,12.511275331699943,30.841124200187945,11.658470652101114,203.5,201.19,14.072303175749123,30.88947355311041,12.824741400711687,7651.4,1905.66,13.827998261023554,32.89350898809935,12.634430373229122,1359.15,1364.87,14.147942500722277,32.8796799630108,13.037730986563624,520.6,505.64,13.821739120135296,31.560499329245985,13.372102120500648,581.95,573.64,14.547641404353234,32.41257268978912,11.9384284668149,1003.2,503.69,15.92075738566667,33.65565319409539,14.88582178976408,1235.45,1223.06,13.232546047763222,31.854582237182136,11.711505795322608,2005-01-25
1516.0,150.52,14.883915497463072,31.41092623919824,14.096430820821896,337.5,340.49,14.129949695922164,31.473270807367992,13.614398765233023,456.35,913.95,12.77090338337467,31.101604852253,12.206927280225882,209.6,207.74,15.776131541572438,32.62534718204554,14.774270950211482,7808.4,1949.42,14.021923733780008,33.11013597378503,13.45205841488935,1384.4,1362.18,13.937033259013946,32.666797161242975,13.05437785551322,537.65,526.6,14.007084182080169,31.78644261867516,13.422016015887005,580.95,583.8,14.484480817941863,32.36697157155783,12.585214311968825,1012.2,508.4,15.748179861212352,33.49237520381265,14.74947812983724,1240.55,1246.27,13.432664694992734,32.07350140633441,12.457488735310042,2005-01-27
1531.5,152.81,14.729456944005884,31.27158695056384,14.21485966809383,348.05,345.23,13.29470361953179,30.651835416728986,12.506984319609904,482.65,947.97,13.197474560459389,31.5647225593958,12.705889898916528,219.45,217.96,15.273887877996144,32.171102723445266,14.665494806776788,8150.6,2007.58,13.933268704422035,33.05087871437864,12.92677419360947,1399.3,1400.22,13.760170137631055,32.51748266017332,12.883283514951763,539.85,536.74,13.097226065950071,30.895659097747465,12.556243483555194,622.2,607.04,15.7490292490386,33.670552302608485,13.346645480322607,1044.5,517.21,15.551544116241772,33.31291181707051,14.70146454908117,1289.2,1273.36,13.863564260536236,32.52590551772823,13.021764838847997,2005-01-28
1598.0,156.58,15.050842484729962,31.617339921576765,14.54390325334338,360.9,357.24,13.412444569665334,30.803788329837637,12.154416127290087,502.625,993.73,13.4189997402712,31.83338730291477,12.97948097144287,230.5,231.33,15.669732018834075,32.62650386709248,15.011245020147731,8274.6,2065.45,14.215323053450629,33.36135104537094,13.422411671973675,1361.5,1360.88,14.023472245790863,32.75228263148747,13.001839589314942,564.6,552.91,13.411824865756186,31.23994070934329,12.941658912412365,643.0,640.08,15.028545278818234,33.00305895089257,13.051483727069106,1064.6,528.79,15.628799756959284,33.4123241083328,14.6877984083236,1300.4,1304.34,13.50308897182228,32.189463670169104,12.639749370515894,2005-01-31
1684.0,165.63,15.677107297629677,32.29981258417547,15.030544066549606,361.8,362.03,13.13136672535723,30.536007690219044,11.876331702831523,494.0,991.5,12.807063417915876,31.21920996226034,12.075354435052702,222.6,227.68,15.111530588081775,32.0523763836533,14.602064289394349,8247.0,2068.53,14.141508126291464,33.28902622721221,13.390521593699646,1350.05,1349.5,13.893816065270956,32.61423174078158,13.012110915666076,560.15,558.31,12.864636145265516,30.702476970141287,12.097021996363448,634.05,636.11,14.718625671332363,32.68692130289528,12.276088327101846,1085.9,541.55,15.897044783453126,33.704403138119524,14.909729543526725,1315.25,1307.97,13.817987487839169,32.50714684592747,12.826729775164926,2005-02-01
1646.5,165.01,14.48130041624643,31.10025578387373,13.393437294796076,366.05,366.86,13.520171243520302,30.93807293214307,12.42186927418133,489.65,985.56,11.92865108684297,30.334787140035896,11.052888008036344,219.0,221.19,16.527202453374446,33.43916133326377,14.933881682120044,8287.2,2087.58,13.603110339825443,32.759794541145844,12.52879362262647,1325.4,1336.0,12.689368786592183,31.39972902930493,11.76083967460965,558.6,557.36,12.34690792471671,30.183047352255915,11.744679836532333,648.75,650.21,15.32805533838602,33.31827502880688,13.1201489273186,1067.1,538.54,15.404782293025873,33.20656968392819,14.190280004517833,1308.95,1316.46,13.319256583492422,32.01488657754842,12.392037557238927,2005-02-02
1656.0,164.44,13.93566500183048,30.551123160283247,12.905728598002945,369.65,369.26,13.08540681911683,30.50982005016945,12.10321455175688,494.95,994.69,12.892872222613962,31.308225313836843,11.963472282118817,219.85,222.24,15.217944472962314,32.13463008687835,14.374651375976482,8405.4,2089.34,13.738458872720091,32.89598820084089,12.836594140981328,1329.6,1325.97,13.378497505582637,32.081320917289005,12.633582962506903,573.5,570.9,12.909464668026086,30.76959726759373,12.218184006012518,656.1,655.75,15.222745868833671,33.22144683944924,13.38367169994594,1081.9,540.35,15.008331814264483,32.813467508711106,14.039970043057709,1311.1,1309.38,12.9383251479707,31.628562809031404,11.857401301451963,2005-02-03
1659.0,167.24,14.410261250968013,31.042642039564136,13.42766481321216,365.7,367.36,12.884783623743465,30.30405906634344,11.906992528126024,495.225,987.45,12.865267411051953,31.273321209563388,12.126574789398074,218.4,218.17,15.178891397971611,32.07707606522007,14.550624677345525,8341.6,2091.53,13.30265955116077,32.46123563476051,12.029323533784694,1341.8,1343.89,12.88713965373392,31.60338578276714,11.827575607973674,567.15,571.33,12.094677290135923,29.955566907377776,10.94167728230505,648.15,653.13,15.233935169598446,33.22864173012111,12.54410437978829,1074.3,537.35,15.196091126416585,32.99567175300158,13.715433836226705,1306.45,1309.98,12.72339213841248,31.41408320224477,11.276443349216835,2005-02-04
1621.0,164.74,14.06083273518249,30.678102139344908,13.158930573092048,361.1,366.4,12.915838468312664,30.332502332081976,12.13264136744429,489.1,983.45,11.612037499466652,30.016030293481457,10.76483623614599,220.8,222.0,15.053886238281857,31.96949646222447,14.179945316514448,8119.8,2041.28,14.479790047410354,33.61404858556046,13.587541633239068,1332.2,1355.66,13.250497983538509,31.975465210345924,12.327878689138464,561.75,565.17,11.696288146272591,29.54634178170877,10.643756840164809,642.85,649.37,14.729223570372437,32.71815470556132,12.563778557838337,1060.7,533.41,14.76447252498502,32.55668131201121,13.254662761417814,1313.75,1317.92,13.518487662205189,32.21522012154218,12.069169861862468,2005-02-07
1600.0,160.45,13.831255946178008,30.42216235014341,12.51452378988477,362.8,362.16,12.786381420576332,30.191393583853827,11.625119578322389,483.625,969.29,12.792380439664004,31.181866633735744,12.375283633174034,215.05,216.27,14.739068817269764,31.628512179350317,14.048170286494658,8174.4,2036.93,13.897347654758285,33.02947145806472,12.965220558924926,1320.45,1323.4,12.256328401861216,30.95721685256364,11.322841861282342,570.45,566.11,12.076624334343258,29.928337309619163,11.484155551474114,635.2,638.06,14.877941456720048,32.84929212618181,12.365875890893529,1067.6,532.97,15.097193567177529,32.888593502698946,14.083527278697153,1316.0,1315.1,12.925262746117117,31.619857238682265,11.9207743961797,2005-02-08
1604.5,160.97,14.467021349975152,31.061138427026243,13.617720376502024,366.45,366.31,12.955406378937235,30.371818453136232,12.021698984610088,498.225,994.67,12.818473329148338,31.233812182467044,12.406901055827412,209.3,211.11,15.14701182331962,32.01232192982074,14.579773022765592,8180.0,2049.52,13.15606504243734,32.29435065413393,11.996252442914386,1327.35,1327.86,12.636311663736986,31.340563999291355,12.089971320006285,588.1,583.61,12.617367394878547,30.49952008193235,11.919450011675083,652.2,648.02,14.820862897002431,32.80770904458109,12.828706155917706,1074.3,537.0,14.764539498426204,32.563463264908215,13.717010897168796,1332.8,1334.01,13.447690884447832,32.15656162961975,12.271349956195545,2005-02-09
1540.0,156.35,15.083179028325192,31.648171234908368,14.426860742987143,374.7,371.68,13.47838750961104,30.90934289423291,12.636152314402258,498.725,994.33,11.984022246507225,30.39901524856345,11.398142923326084,205.5,207.36,15.098610666494425,31.945994017703416,14.299727078844995,8177.6,2039.23,13.04920326358324,32.182456450458176,12.044823497753551,1330.7,1326.13,12.108151058969346,30.811093557093415,11.514094781053632,579.5,579.1,12.048072900881284,29.922470678397687,11.347260415151336,648.5,651.27,14.815285821480758,32.80714200715427,12.297484326964286,1085.0,538.09,15.08240632912241,32.88336247014982,13.86439119423146,1332.65,1333.81,13.21235215088005,31.92107460558019,12.19337740084562,2005-02-10
1554.5,155.53,15.660268466992797,32.22003679629717,14.604753518754617,374.9,375.76,13.223172953226731,30.66505595434357,12.265440006737377,497.525,997.45,12.422646664645688,30.840770222923275,11.920634719763171,208.8,208.53,14.408464405510207,31.26146169895813,13.841309875004471,8414.4,2091.9,13.961938062128878,33.12069232865867,13.248735201373758,1334.0,1330.73,12.188865447192454,30.89527064808939,11.594053737051604,575.0,572.95,12.40096485949798,30.264687698325915,11.85674918452981,654.05,653.33,14.47776338483074,32.47276455075456,12.226027222065795,1094.8,547.61,15.531579958029033,33.350068979691905,14.151570566774131,1381.75,1367.31,14.074705960734946,32.808232217367504,13.259945554512036,2005-02-11
1518.0,153.7,15.056504253762885,31.60445663581008,14.472690606730144,380.8,381.52,13.71365278940776,31.170738730958423,13.003962651016298,500.7,1001.2,12.306112531709324,30.72798781487538,11.910573432023824,214.95,215.69,15.104037723286666,31.990785346716017,14.594595956551368,8678.6,2169.98,14.089578375583548,33.284978841374226,13.63528400511624,1318.95,1332.47,12.2869196450589,30.994633073782666,11.613883303050756,568.65,572.21,12.653945689887914,30.516379478287792,12.258518026011606,665.55,668.69,14.84804714463746,32.86628803132015,12.884334588590672,1087.1,548.91,15.162163217327617,32.98301675641929,14.052103262602488,1409.65,1406.27,13.919337097682371,32.68095731137318,13.412041955511675,2005-02-14
1521.5,152.68,14.251632893949814,30.79287765532506,13.174718607738257,383.15,383.71,13.616210478334514,31.07901013301542,12.831671446536465,501.625,1016.24,13.211075474016786,31.64786399336308,12.255224648989778,218.6,216.48,15.388425969793415,32.27884420614631,14.906792713394678,8727.6,2166.03,13.786327854988532,32.97990592625331,12.843300056578162,1312.8,1314.64,12.544938443867096,31.239181791968186,11.897092027454104,562.5,565.08,12.667130127062045,30.51702997716162,11.992780410266338,661.15,660.25,14.709541774863952,32.7150890508627,12.46536295947987,1078.4,539.86,15.03311344918259,32.837356251766586,13.38643848523666,1381.35,1384.59,13.116526375203696,31.86261405409036,11.848611678470476,2005-02-15
1439.0,147.25,15.006788927826266,31.511871296833675,14.206690111702578,375.6,381.44,12.992776196141527,30.44964993239516,12.07806312214282,506.55,1018.63,12.635700144385137,31.074836146478244,11.795424126729854,214.75,218.04,14.652870630276793,31.550469226807326,13.945686703035836,8734.6,2192.08,13.861751762007554,33.067285021002895,13.186184766464148,1305.35,1312.75,13.359736407775406,32.05254356389297,12.76929050962137,562.0,568.25,12.987477925598162,30.842957059429917,12.61497517227308,663.15,669.7,15.228746707697798,33.2484993226255,13.027188588434251,1070.1,538.99,15.093613177062522,32.896229202939395,13.854012743807855,1368.15,1383.3,12.876089367701264,31.621240617984785,11.52529860103337,2005-02-16
1449.5,145.42,14.257163579807052,30.749681262846536,13.147742583503716,376.1,371.94,12.866626900548251,30.29828683743181,11.767505665916891,510.325,1017.52,12.868245021790688,31.306296449824572,12.15362078552775,210.4,210.35,14.658326963042926,31.52002999355476,14.109475601152935,8695.8,2152.48,13.906762514307744,33.09406584758554,12.995297892811989,1298.85,1300.3,12.779360260937912,31.462639447598004,12.092310266191507,558.3,558.87,11.923311777397462,29.762157836229648,11.07507145366006,659.7,657.82,15.193812817148611,33.195664988828284,12.854674763712447,1071.7,534.62,15.029204458950437,32.82367714257568,13.867296231113505,1381.85,1372.25,13.15312921787234,31.89026144025921,11.847960955680442,2005-02-17
1447.5,144.81,14.310393977403512,30.7987452706958,13.216314452225568,381.75,381.87,13.478132511220911,30.93613246288879,12.445376906283556,512.625,1026.34,12.382426430544337,30.82911079800773,11.623697312924108,218.2,215.44,15.68425190144478,32.56987554984952,15.091246473118462,8658.8,2166.94,12.910310595504862,32.10430828694232,11.696770860132524,1280.05,1287.75,12.381159763428697,31.054734514985363,11.806780942682789,564.2,563.79,11.993454754584867,29.841065570246226,11.584706446064816,658.25,662.79,14.80405125124444,32.813429782199414,12.73484918322887,1068.4,536.88,15.281942622245486,33.080636721137466,14.127832802607063,1375.0,1380.82,12.670256246218663,31.413617774120787,11.132791789753536,2005-02-18
1426.5,143.6,13.6892702350602,30.169202727574305,12.454763078589275,376.45,379.26,12.998519763488837,30.44965574357561,11.839542151960677,509.875,1019.45,12.107980098529726,30.547928965837052,11.47635483723662,214.75,215.49,14.55552939687102,31.44138234901754,13.77637568112695,8575.6,2151.49,13.123296941497731,32.31013990224278,12.223696430283724,1264.1,1271.36,12.578804484771698,31.239570292493443,12.098893811065562,560.5,561.45,12.647130097341462,30.490584973824166,12.205422434188586,660.75,659.84,15.122371754767991,33.127299474752256,12.600935076720404,1069.0,535.56,15.025191241310804,32.821420795318666,13.794756678371057,1365.55,1367.69,12.311081099221456,31.044886727482417,10.826912773310882,2005-02-21
1454.5,143.61,14.566127742703744,31.04613429879751,13.573724306378358,374.65,373.1,12.765762716420834,30.20053901362297,11.210549294438875,533.85,1048.15,13.5025517023277,31.97025999052996,12.769654842568784,214.95,214.86,13.800963257217042,30.68385851052745,12.944040216361586,8644.0,2141.54,13.151051898148143,32.33325621241653,11.84419849482375,1283.7,1279.27,12.238380093964828,30.90535261548773,11.15500689090116,560.6,559.82,12.06258326488031,29.90312978943409,11.51530263725598,680.35,671.55,15.306537837844251,33.329055821261264,13.328337982238375,1079.1,537.55,15.264141721341574,33.0640924092797,14.374280845707982,1363.45,1360.6,12.496426146537113,31.2250303980955,10.936084674806937,2005-02-22
1439.0,144.76,14.218099533966935,30.70610109993221,13.401678544722506,373.75,372.51,13.56809096353258,31.00128596762548,12.888227127160055,545.15,1090.0,13.391107248835858,31.89796808968196,12.393667772576787,214.9,215.25,14.383722436279214,31.26846710543681,13.653510317453517,8562.4,2141.51,13.074162139783608,32.2563543866912,12.23928979639037,1285.2,1288.05,12.395167048069888,31.06898067306673,11.81473970624891,558.1,557.7,12.644024304672635,30.480776420968677,12.384653882708404,677.0,679.89,15.020131951910482,33.0549948048197,12.747829915164283,1096.6,546.41,15.532712235936444,33.34900529898729,14.528798053895402,1374.95,1371.7,13.378325654349648,32.1150555283292,12.67679476659883,2005-02-23
1427.5,143.66,15.020465879462098,31.500831729744736,14.311078980315964,369.4,372.2,14.427459071320165,31.85980389956496,13.919555208250877,529.875,1070.47,12.677331736354112,31.16611196555387,11.973705436771708,213.5,213.3,15.092221053180094,31.96782683680493,14.552064389939202,8657.2,2156.74,13.643448591128651,32.832726347153375,12.98679333671969,1294.5,1288.25,12.782770275946602,31.45673614270626,12.385226691052784,576.0,567.0,12.723800394731596,30.577084769333613,12.37007747053823,690.95,688.0,15.438550344068636,33.48526818010647,13.781415884193445,1094.0,550.74,15.419144459667034,33.24333724702396,14.40029048493466,1367.95,1374.79,14.116211268996915,32.85519545810085,13.558029152911928,2005-02-24
1405.5,141.45,14.201644687532497,30.666528583978774,13.3023856261477,367.65,370.52,12.919397383091372,30.34722709870933,12.14576516092042,541.175,1073.94,12.770980122038347,31.262998190555297,11.93046406097892,219.55,218.08,15.211138227935235,32.10894813001151,14.79064738984568,8717.8,2175.98,13.398501574985843,32.59666321633083,12.79146199472144,1287.9,1287.91,12.571215634159737,31.244916366494756,12.19266820610649,570.15,567.26,11.995647866623738,29.849398538780218,11.439989113892716,685.1,685.29,15.0193287503384,33.062101889044044,12.930464100329264,1080.3,542.35,15.197706532158,33.00654061882933,14.11986683990045,1364.05,1364.79,13.359586544111622,32.09126619167843,12.470776478763414,2005-02-25
