Date,Open,High,Low,Close
2022-08-12,42536.2,42547.25,42126.85,42457.3
2022-08-11,43047.05,43143.9,42382.7,42478.5
2022-08-10,43067.15,43245.6,42709.2,42821.6
2022-08-08,42961.75,43040.1,42830.6,42978.5
2022-08-05,42891.8,43117.15,42845.95,42930.9
2022-08-04,42607.75,42874.3,42435.7,42830.25
2022-08-03,42743.3,42896.95,42257.05,42624.15
2022-08-02,42739.75,43221.85,42587.45,42798.5
2022-08-01,42582.95,42610.5,42343.35,42526.75
2022-07-29,42472.95,42584.75,42156.9,42487.4
2022-07-28,42301.05,42348.6,41916.2,42271.65
2022-07-27,41715.45,42085.3,41635.65,42036.3
2022-07-26,42397.15,42400.15,41718.95,41799.05
2022-07-25,42450.6,42566.5,42291.75,42386.95
2022-07-22,42404.65,42555.1,42205.6,42502.75
2022-07-21,42059.55,42360.95,42003.75,42283.0
2022-07-20,41636.4,42004.7,41465.65,41950.15
2022-07-19,41427.9,41508.7,41211.5,41479.85
2022-07-18,41710.3,41902.25,41335.0,41460.3
2022-07-15,41138.2,41534.55,40994.75,41498.8
2022-07-14,41014.45,41329.3,40651.85,40897.3
2022-07-13,40681.15,41103.45,40681.15,40954.4
2022-07-12,40815.2,40975.35,40513.4,40574.8
2022-07-11,40859.5,41208.1,40778.5,41043.15
2022-07-08,40844.2,40961.1,40675.75,40925.25
2022-07-07,40906.45,41170.65,40650.25,40708.7
2022-07-06,39589.4,40799.35,39589.4,40740.15
2022-07-05,39895.9,39904.2,39619.95,39690.6
2022-07-04,38761.3,39792.85,38761.3,39755.65
2022-07-01,37562.45,38814.65,37428.4,38725.85
2022-06-30,37637.35,37794.55,37415.8,37664.55
2022-06-29,37862.45,37913.85,37605.1,37688.35
2022-06-28,38035.1,38252.1,37712.2,38173.1
2022-06-27,38027.1,38219.7,37875.15,38103.2
2022-06-24,37449.25,37872.15,37449.25,37778.85
2022-06-23,36998.95,37355.55,36943.55,37316.5
2022-06-22,37092.75,37386.9,36883.15,36963.3
2022-06-21,36990.95,37463.3,36879.5,37317.75
2022-06-20,36300.1,37046.6,36179.0,36915.75
2022-06-17,36519.95,36590.15,36024.05,36264.55
2022-06-16,37098.2,37178.35,36440.15,36621.15
2022-06-15,37072.4,37096.35,36756.2,36830.9
2022-06-14,36979.05,37297.2,36820.2,36999.15
2022-06-13,36999.25,37318.7,36929.0,37078.1
2022-06-10,37083.45,37496.2,37059.9,37428.7
2022-06-09,37229.4,37545.0,36862.55,37440.65
2022-06-08,37632.4,37689.2,37121.65,37254.35
2022-06-07,37940.6,38013.15,37494.8,37648.85
2022-06-06,38190.15,38399.3,37741.35,38238.45
2022-06-03,38638.3,38677.3,38212.0,38273.9
2022-06-02,38332.05,38567.95,37952.2,38497.3
2022-06-01,38793.1,39280.75,38356.85,38434.55
2022-05-31,38627.4,38957.95,38185.4,38713.45
2022-05-30,38444.3,38731.7,38314.2,38610.4
2022-05-27,38126.6,38343.25,37825.4,38242.7
