Date,Open,High,Low,Close,Adj Close,Volume
2020-01-22,3459.250000,3460.850098,3405.250000,3410.800049,3410.800049,2900
2020-01-23,3417.300049,3447.649902,3410.899902,3440.949951,3440.949951,6155700
2020-01-24,3448.050049,3476.500000,3438.000000,3468.300049,3468.300049,1791300
2020-01-27,3451.949951,3462.850098,3419.449951,3427.449951,3427.449951,1675100
2020-01-28,3431.100098,3434.199951,3382.399902,3394.199951,3394.199951,2092100
2020-01-29,3416.550049,3437.000000,3406.000000,3409.250000,3409.250000,1836400
2020-01-30,3416.600098,3416.899902,3358.449951,3367.350098,3367.350098,2158800
2020-01-31,3383.399902,3384.899902,3281.250000,3291.699951,3291.699951,3694500
2020-02-03,3182.600098,3244.800049,3165.949951,3232.050049,3232.050049,2143900
2020-02-04,3257.350098,3328.350098,3256.600098,3322.399902,3322.399902,1845100
2020-02-05,3331.149902,3376.550049,3318.300049,3372.050049,3372.050049,1921800
2020-02-06,3381.500000,3396.399902,3370.449951,3389.449951,3389.449951,1839600
2020-02-07,3386.899902,3412.000000,3378.149902,3405.199951,3405.199951,1969900
2020-02-10,3405.000000,3406.750000,3345.500000,3356.949951,3356.949951,2794800
2020-02-11,3379.699951,3401.949951,3376.850098,3379.899902,3379.899902,2377600
2020-02-12,3393.350098,3410.550049,3375.250000,3378.250000,3378.250000,1828300
2020-02-13,3381.100098,3383.899902,3355.449951,3360.699951,3360.699951,1688500
2020-02-14,3364.850098,3383.399902,3336.600098,3342.500000,3342.500000,2133000
2020-02-17,3342.350098,3349.000000,3296.600098,3300.149902,3300.149902,2124400
2020-02-18,3291.949951,3292.550049,3229.350098,3278.550049,3278.550049,2694400
2020-02-19,3316.949951,3336.550049,3298.800049,3330.550049,3330.550049,1946400
2020-02-20,3320.350098,3351.199951,3314.750000,3324.800049,3324.800049,2492200
2020-02-24,3304.550049,3304.550049,3221.199951,3227.649902,3227.649902,2282300
2020-02-25,3247.850098,3252.350098,3202.449951,3208.750000,3208.750000,2043900
2020-02-26,3189.000000,3203.600098,3158.699951,3166.449951,3166.449951,2331600
2020-02-27,3162.500000,3164.500000,3116.399902,3144.250000,3144.250000,2464400
2020-02-28,3076.050049,3079.250000,3008.449951,3015.300049,3015.300049,3652700
2020-03-02,3073.500000,3100.250000,2936.100098,2963.850098,2963.850098,2754800
2020-03-03,2998.649902,3094.250000,2997.000000,3076.300049,3076.300049,2925000
2020-03-04,3083.149902,3087.000000,3001.149902,3049.449951,3049.449951,2829300
2020-03-05,3069.899902,3088.600098,3027.000000,3033.149902,3033.149902,2378900
2020-03-06,2923.850098,2970.250000,2893.899902,2958.500000,2958.500000,2316700
2020-03-09,2900.699951,2902.850098,2785.250000,2813.350098,2813.350098,5117500
2020-03-11,2804.100098,2833.399902,2769.699951,2785.550049,2785.550049,4159700
2020-03-12,2663.350098,2668.649902,2507.949951,2524.350098,2524.350098,5564100
2020-03-13,2377.350098,2652.949951,2203.699951,2625.949951,2625.949951,5942000
2020-03-16,2522.850098,2571.750000,2433.500000,2455.199951,2455.199951,4101900
2020-03-17,2470.699951,2545.250000,2415.649902,2423.149902,2423.149902,3617300
2020-03-18,2470.050049,2476.850098,2309.399902,2338.050049,2338.050049,6141500
2020-03-19,2215.899902,2303.250000,2164.750000,2212.550049,2212.550049,4085900
2020-03-20,2237.050049,2398.699951,2220.550049,2379.899902,2379.899902,5284100
2020-03-23,2159.100098,2209.050049,2082.800049,2088.399902,2088.399902,2625100
2020-03-24,2144.949951,2192.649902,2068.800049,2100.000000,2100.000000,2771400
2020-03-25,2075.699951,2206.050049,2072.600098,2184.399902,2184.399902,2586000
2020-03-26,2208.000000,2248.699951,2162.149902,2208.300049,2208.300049,3561700
2020-03-27,2269.850098,2292.699951,2177.699951,2211.899902,2211.899902,3092700
2020-03-30,2153.500000,2198.350098,2120.050049,2162.800049,2162.800049,2355300
2020-03-31,2215.399902,2304.000000,2197.449951,2295.050049,2295.050049,3647100
2020-04-01,2289.449951,2290.750000,2208.949951,2227.449951,2227.449951,2556900
2020-04-03,2257.649902,2257.899902,2175.899902,2198.000000,2198.000000,3058600
2020-04-07,2268.000000,2371.300049,2242.949951,2365.100098,2365.100098,4037700
2020-04-08,2341.649902,2444.149902,2316.899902,2355.899902,2355.899902,4295300
2020-04-09,2406.850098,2442.350098,2391.750000,2436.600098,2436.600098,2805400
2020-04-13,2440.649902,2475.350098,2375.899902,2460.000000,2460.000000,2993800
2020-04-15,2495.050049,2572.500000,2480.649902,2493.649902,2493.649902,3698500
2020-04-16,2480.850098,2553.350098,2474.449951,2536.899902,2536.899902,2890800
2020-04-17,2620.250000,2620.250000,2549.250000,2573.399902,2573.399902,2437900
2020-04-20,2595.750000,2596.199951,2552.000000,2560.300049,2560.300049,2724500
2020-04-21,2508.000000,2508.399902,2458.800049,2481.399902,2481.399902,3005400
2020-04-22,2492.149902,2533.250000,2445.600098,2528.100098,2528.100098,3557900
2020-04-23,2541.649902,2567.199951,2519.699951,2525.050049,2525.050049,2686400
2020-04-24,2504.850098,2534.399902,2480.949951,2484.899902,2484.899902,3555400
2020-04-27,2514.000000,2538.800049,2511.300049,2516.949951,2516.949951,2260000
2020-04-28,2543.300049,2546.949951,2510.399902,2517.600098,2517.600098,2754500
2020-04-29,2529.050049,2563.449951,2522.199951,2548.550049,2548.550049,3115800
2020-04-30,2590.300049,2691.949951,2581.449951,2679.949951,2679.949951,4690200
2020-05-04,2587.000000,2590.750000,2530.250000,2534.100098,2534.100098,2764700
2020-05-05,2574.500000,2597.399902,2528.050049,2535.850098,2535.850098,3156500
2020-05-06,2537.300049,2558.649902,2503.949951,2545.100098,2545.100098,3052500
2020-05-07,2530.550049,2548.750000,2509.300049,2513.850098,2513.850098,2145000
2020-05-08,2553.649902,2562.000000,2506.449951,2510.399902,2510.399902,2504500
2020-05-11,2536.399902,2565.000000,2523.050049,2528.050049,2528.050049,2463900
2020-05-12,2516.949951,2533.800049,2488.750000,2523.449951,2523.449951,3691500
2020-05-13,2630.050049,2630.050049,2565.149902,2587.899902,2587.899902,4741200
2020-05-14,2561.550049,2574.149902,2526.449951,2536.199951,2536.199951,2987400
2020-05-15,2555.350098,2569.850098,2532.350098,2555.850098,2555.850098,3610300
2020-05-18,2563.300049,2563.300049,2449.399902,2453.850098,2453.850098,3619000
2020-05-19,2487.600098,2511.100098,2462.850098,2472.949951,2472.949951,3290200
2020-05-20,2472.600098,2540.550049,2462.449951,2530.600098,2530.600098,3019400
2020-05-21,2537.600098,2553.649902,2515.850098,2545.500000,2545.500000,3036000
2020-05-22,2534.649902,2556.850098,2514.050049,2550.000000,2550.000000,2478100
2020-05-26,2565.899902,2610.000000,2563.899902,2593.750000,2593.750000,3354900
2020-05-27,2604.750000,2640.550049,2581.899902,2634.100098,2634.100098,3280900
2020-05-28,2648.050049,2677.600098,2641.750000,2675.699951,2675.699951,2980400
2020-05-29,2666.500000,2735.850098,2656.149902,2726.899902,2726.899902,5101500
2020-06-01,2756.600098,2805.649902,2752.500000,2776.949951,2776.949951,3710800
2020-06-02,2793.800049,2801.300049,2766.250000,2788.300049,2788.300049,3371500
2020-06-03,2818.600098,2827.600098,2782.550049,2791.699951,2791.699951,3326400
2020-06-04,2781.649902,2811.000000,2765.449951,2802.350098,2802.350098,3795500
2020-06-05,2822.550049,2884.050049,2817.350098,2879.050049,2879.050049,4391700
2020-06-08,2932.149902,2938.250000,2872.100098,2881.449951,2881.449951,4026600
2020-06-09,2900.300049,2904.949951,2836.000000,2844.699951,2844.699951,2810100
2020-06-10,2852.550049,2865.399902,2836.100098,2849.000000,2849.000000,2339200
2020-06-11,2846.800049,2861.300049,2784.850098,2790.850098,2790.850098,2398500
2020-06-12,2690.000000,2827.100098,2690.000000,2819.750000,2819.750000,2884100
2020-06-15,2808.399902,2812.350098,2755.050049,2780.199951,2780.199951,3010700
2020-06-16,2832.199951,2845.300049,2759.300049,2797.199951,2797.199951,3568000
2020-06-17,2787.949951,2817.500000,2776.550049,2788.300049,2788.300049,2476000
2020-06-18,2783.449951,2840.899902,2774.750000,2833.899902,2833.899902,2859100
2020-06-19,2854.800049,2886.250000,2841.350098,2876.899902,2876.899902,3753300
2020-06-22,2889.500000,2921.050049,2876.350098,2912.649902,2912.649902,3106300
2020-06-23,2927.000000,2968.300049,2922.199951,2962.300049,2962.300049,3490900
2020-06-24,2986.649902,2993.449951,2891.250000,2902.050049,2902.050049,4100800
2020-06-25,2885.949951,2920.250000,2867.800049,2874.250000,2874.250000,5320800
2020-06-26,2898.449951,2924.899902,2893.449951,2918.699951,2918.699951,3147700
2020-06-29,2906.500000,2907.100098,2845.100098,2865.750000,2865.750000,2577400
2020-06-30,2886.550049,2905.899902,2850.350098,2860.000000,2860.000000,3349000
2020-07-01,2859.149902,2871.550049,2843.000000,2867.300049,2867.300049,2519600
2020-07-02,2879.300049,2898.250000,2874.050049,2891.000000,2891.000000,3592500
2020-07-03,2911.199951,2917.649902,2890.800049,2904.000000,2904.000000,2688100
2020-07-06,2929.800049,2969.100098,2921.050049,2954.800049,2954.800049,2902800
2020-07-07,2962.899902,2963.100098,2906.550049,2914.699951,2914.699951,2899600
2020-07-08,2926.699951,2940.399902,2892.399902,2898.250000,2898.250000,5786800
2020-07-09,2913.550049,2932.899902,2906.100098,2920.149902,2920.149902,3839000
2020-07-10,2912.949951,2924.449951,2878.850098,2904.949951,2904.949951,3273800
2020-07-13,2927.850098,2943.350098,2913.500000,2927.250000,2927.250000,3310900
2020-07-14,2920.350098,2920.350098,2867.899902,2878.300049,2878.300049,2432700
2020-07-15,2899.399902,2910.800049,2846.899902,2858.850098,2858.850098,2593900
2020-07-16,2863.649902,2869.649902,2811.699951,2866.000000,2866.000000,2648700
2020-07-17,2882.000000,2948.149902,2880.500000,2942.699951,2942.699951,4456400
2020-07-20,2954.250000,2971.300049,2945.100098,2957.949951,2957.949951,2294700
2020-07-21,2980.949951,3005.699951,2977.600098,3000.449951,3000.449951,3949000
2020-07-22,3011.550049,3030.100098,2976.449951,2994.550049,2994.550049,3813200
2020-07-23,2997.899902,3030.350098,2991.000000,3012.350098,3012.350098,2706800
2020-07-24,2997.850098,3009.600098,2970.250000,2993.449951,2993.449951,2574700
2020-07-27,3012.750000,3019.600098,2971.000000,3000.500000,3000.500000,2837000
2020-07-28,3009.100098,3059.050049,3007.899902,3055.300049,3055.300049,2663100
2020-07-29,3056.699951,3085.050049,3041.899902,3054.449951,3054.449951,2880900
2020-07-30,3054.649902,3061.350098,3002.399902,3014.649902,3014.649902,3676600
2020-07-31,3021.300049,3030.949951,3005.199951,3020.050049,3020.050049,2806800
2020-08-03,3021.899902,3022.149902,2989.800049,2994.899902,2994.899902,2704400
2020-08-04,3008.100098,3023.600098,2998.899902,3019.649902,3019.649902,2966000
2020-08-05,3039.050049,3061.500000,3032.949951,3046.800049,3046.800049,3897400
2020-08-06,3061.199951,3082.199951,3048.000000,3072.199951,3072.199951,3120800
2020-08-07,3078.899902,3096.899902,3075.899902,3091.399902,3091.399902,2638600
2020-08-10,3115.000000,3116.850098,3098.449951,3110.850098,3110.850098,1736200
2020-08-11,3124.250000,3139.800049,3106.300049,3110.949951,3110.949951,2439200
2020-08-12,3101.800049,3104.649902,3083.250000,3099.350098,3099.350098,1907000
2020-08-13,3109.250000,3127.600098,3101.350098,3112.600098,3112.600098,2741100
2020-08-14,3121.600098,3154.500000,3082.250000,3106.350098,3106.350098,3058300
2020-08-17,3124.050049,3152.699951,3104.750000,3149.300049,3149.300049,3306300
2020-08-18,3155.949951,3204.300049,3154.750000,3198.649902,3198.649902,2692300
2020-08-19,3216.550049,3223.750000,3205.399902,3212.600098,3212.600098,2328900
2020-08-20,3192.149902,3261.149902,3180.149902,3249.949951,3249.949951,4866100
2020-08-21,3282.899902,3298.350098,3261.050049,3265.199951,3265.199951,3528000
2020-08-24,3285.399902,3299.949951,3268.399902,3274.300049,3274.300049,2120600
2020-08-25,3288.350098,3294.500000,3245.699951,3256.250000,3256.250000,2429900
2020-08-26,3265.750000,3268.850098,3248.050049,3257.399902,3257.399902,2583800
2020-08-27,3267.500000,3277.899902,3250.949951,3256.550049,3256.550049,1759200
2020-08-28,3272.000000,3293.399902,3261.949951,3265.149902,3265.149902,2638300
2020-08-31,3286.100098,3299.149902,3143.600098,3153.550049,3153.550049,4638000
2020-09-01,3168.949951,3207.699951,3144.600098,3196.949951,3196.949951,3063800
2020-09-02,3211.399902,3246.699951,3207.850098,3239.149902,3239.149902,2159800
2020-09-03,3255.399902,3263.199951,3231.350098,3246.949951,3246.949951,1850600
2020-09-04,3195.800049,3216.449951,3165.750000,3175.449951,3175.449951,1857200
2020-09-07,3187.800049,3190.500000,3135.000000,3156.000000,3156.000000,1818300
2020-09-08,3166.500000,3169.100098,3108.500000,3117.250000,3117.250000,2012800
2020-09-09,3086.500000,3139.550049,3063.399902,3129.949951,3129.949951,2909500
2020-09-10,3156.600098,3184.750000,3140.649902,3180.300049,3180.300049,3091700
2020-09-11,3184.149902,3193.550049,3165.649902,3189.100098,3189.100098,2036300
2020-09-14,3206.550049,3228.949951,3188.100098,3202.000000,3202.000000,1858100
2020-09-15,3216.649902,3243.000000,3213.800049,3235.350098,3235.350098,1632700
2020-09-16,3248.399902,3257.550049,3232.149902,3247.000000,3247.000000,1883700
2020-09-17,3234.899902,3251.399902,3211.399902,3222.899902,3222.899902,1933900
2020-09-18,3244.300049,3248.300049,3216.949951,3227.050049,3227.050049,2699400
2020-09-21,3232.949951,3233.050049,3101.899902,3117.500000,3117.500000,2239500
2020-09-22,3118.949951,3123.149902,3030.850098,3077.500000,3077.500000,2560400
2020-09-23,3101.250000,3105.850098,3023.050049,3055.550049,3055.550049,2199500
2020-09-24,3010.399902,3015.250000,2957.850098,2966.699951,2966.699951,2471800
2020-09-25,2995.550049,3038.699951,2973.399902,3033.250000,3033.250000,2192500
2020-09-28,3065.399902,3114.199951,3059.050049,3107.550049,3107.550049,1782700
2020-09-29,3137.449951,3143.500000,3098.600098,3127.649902,3127.649902,2251900
2020-09-30,3143.350098,3145.850098,3088.699951,3110.949951,3110.949951,2241500
2020-10-01,3136.350098,3142.199951,3121.399902,3127.550049,3127.550049,1701500
2020-10-05,3146.300049,3156.100098,3124.899902,3137.850098,3137.850098,1673700
2020-10-06,3155.050049,3158.449951,3125.750000,3143.149902,3143.149902,1532000
2020-10-07,3143.399902,3167.199951,3131.899902,3141.100098,3141.100098,2551400
2020-10-08,3149.750000,3159.850098,3128.649902,3145.199951,3145.199951,1807800
2020-10-09,3149.949951,3160.399902,3132.850098,3136.300049,3136.300049,2224900
2020-10-12,3146.699951,3160.550049,3105.550049,3123.300049,3123.300049,1499700
2020-10-13,3130.500000,3167.949951,3119.899902,3146.050049,3146.050049,1610800
2020-10-14,3143.250000,3156.750000,3109.350098,3144.449951,3144.449951,2372200
2020-10-15,3153.850098,3168.050049,3094.600098,3103.100098,3103.100098,2147800
2020-10-16,3110.300049,3157.899902,3097.149902,3152.750000,3152.750000,2542300
2020-10-19,3173.050049,3194.000000,3162.250000,3186.300049,3186.300049,2402300
2020-10-20,3185.850098,3196.750000,3161.750000,3170.350098,3170.350098,1930200
2020-10-21,3193.649902,3222.750000,3153.300049,3204.949951,3204.949951,2849600
2020-10-22,3203.149902,3233.949951,3184.000000,3225.500000,3225.500000,2414300
2020-10-23,3242.750000,3245.649902,3215.550049,3222.750000,3222.750000,2256200
2020-10-26,3224.750000,3225.300049,3136.250000,3152.500000,3152.500000,2212300
2020-10-27,3162.949951,3207.300049,3140.500000,3200.050049,3200.050049,2727500
2020-10-28,3212.449951,3219.399902,3168.350098,3176.149902,3176.149902,1981200
2020-10-29,3154.149902,3195.600098,3151.199951,3190.949951,3190.949951,2216600
2020-10-30,3205.250000,3257.350098,3200.199951,3233.500000,3233.500000,3223200
2020-11-02,3241.399902,3245.050049,3202.300049,3207.750000,3207.750000,2293100
2020-11-03,3232.350098,3244.600098,3203.500000,3208.399902,3208.399902,3318200
2020-11-04,3206.800049,3227.350098,3180.850098,3211.600098,3211.600098,2354000
2020-11-05,3246.250000,3311.949951,3240.149902,3306.850098,3306.850098,3199800
2020-11-06,3315.449951,3336.250000,3307.600098,3318.199951,3318.199951,2529300
2020-11-09,3352.250000,3372.949951,3337.300049,3368.399902,3368.399902,2187700
2020-11-10,3389.949951,3413.850098,3358.800049,3386.350098,3386.350098,2750900
2020-11-11,3396.000000,3448.949951,3382.399902,3437.750000,3437.750000,3519200
2020-11-12,3444.350098,3454.100098,3428.449951,3447.449951,3447.449951,2618200
2020-11-13,3438.399902,3484.050049,3435.300049,3482.250000,3482.250000,2106600
2020-11-14,null,null,null,null,null,null
2020-11-17,3541.899902,3562.100098,3526.550049,3532.350098,3532.350098,3584800
2020-11-18,3530.449951,3546.250000,3501.149902,3537.949951,3537.949951,2686300
2020-11-19,3526.500000,3568.100098,3499.800049,3509.350098,3509.350098,3081100
2020-11-20,3516.699951,3549.250000,3497.899902,3533.750000,3533.750000,2711900
2020-11-23,3562.699951,3605.350098,3558.199951,3594.750000,3594.750000,2876900
2020-11-24,3616.399902,3624.850098,3593.199951,3607.500000,3607.500000,2423100
2020-11-25,3625.300049,3632.300049,3556.050049,3562.350098,3562.350098,3533600
2020-11-26,3562.550049,3612.500000,3538.149902,3604.050049,3604.050049,2487600
2020-11-27,3616.100098,3633.449951,3572.750000,3605.899902,3605.899902,6597200
2020-12-01,3638.000000,3670.100098,3618.000000,3665.800049,3665.800049,2928300
2020-12-02,3674.449951,3713.750000,3665.699951,3710.300049,3710.300049,3661600
2020-12-03,3738.649902,3770.199951,3723.149902,3764.649902,3764.649902,3631000
2020-12-04,3789.199951,3817.050049,3740.500000,3782.199951,3782.199951,3924200
2020-12-07,3794.649902,3815.199951,3779.300049,3793.649902,3793.649902,2844500
2020-12-08,3824.050049,3825.350098,3760.899902,3783.699951,3783.699951,2809300
2020-12-09,3803.750000,3808.850098,3772.050049,3779.699951,3779.699951,2829900
2020-12-10,3765.800049,3767.250000,3694.250000,3727.899902,3727.899902,3081200
2020-12-11,3740.149902,3789.000000,3725.850098,3762.100098,3762.100098,5107800
2020-12-14,3780.850098,3806.800049,3778.449951,3801.350098,3801.350098,3603100
2020-12-15,3805.750000,3819.199951,3766.649902,3815.300049,3815.300049,2769500
2020-12-16,3846.649902,3857.199951,3825.899902,3841.250000,3841.250000,3027600
2020-12-17,3857.050049,3868.899902,3816.199951,3826.649902,3826.649902,2193200
2020-12-18,3833.750000,3843.750000,3794.600098,3821.800049,3821.800049,2857600
2020-12-21,3811.550049,3813.350098,3558.949951,3640.550049,3640.550049,3631000
2020-12-22,3637.449951,3695.449951,3572.800049,3676.949951,3676.949951,3245600
2020-12-23,3677.300049,3720.500000,3654.149902,3714.100098,3714.100098,2090200
2020-12-24,3754.199951,3778.649902,3723.750000,3738.750000,3738.750000,2601500
2020-12-28,3765.800049,3791.250000,3761.550049,3785.800049,3785.800049,1800400
2020-12-29,3804.800049,3809.899902,3742.250000,3765.550049,3765.550049,1900600
2020-12-30,3776.399902,3823.000000,3748.699951,3811.300049,3811.300049,2039400
2020-12-31,3810.800049,3827.649902,3791.899902,3800.600098,3800.600098,2539300
2021-01-01,null,null,null,null,null,null
